query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames,,,,,,,,,,,,,,,
XP_015907468.1,XM_054859718.1,35.115,131,64,2,24,133,4649,5041,1.31E-16,75.1,45.04,0,2,,,,,,,,,,,,,,
XP_015907468.1,XM_054859718.1,38.182,55,34,0,79,133,3539,3703,1.75E-07,48.9,58.18,0,2,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,41.441,111,63,1,24,134,4057,4383,1.27E-21,89.7,54.05,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,35.593,118,68,1,24,133,4228,4581,1.59E-20,86.3,51.69,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,38.843,121,71,1,18,135,3463,3825,1.99E-20,86.3,50.41,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,36.19,105,67,0,29,133,3319,3633,2.05E-17,77.4,49.52,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,32,125,75,1,19,133,3835,4209,1.78E-16,74.7,48,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858395.1,32.624,141,76,2,7,133,4393,4800,1.83E-16,74.7,41.84,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,41.441,111,63,1,24,134,4057,4383,1.57E-21,89.4,54.05,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,35.593,118,68,1,24,133,4228,4581,1.86E-20,86.3,51.69,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,38.843,121,71,1,18,135,3463,3825,2.31E-20,85.9,50.41,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,35.938,128,76,2,7,133,4393,4761,3.66E-18,79.7,46.09,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,36.19,105,67,0,29,133,3319,3633,2.51E-17,77.4,49.52,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054858394.1,32,125,75,1,19,133,3835,4209,2.02E-16,74.7,48,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054854519.1,49.02,51,26,0,83,133,583,735,9.43E-12,60.8,66.67,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054854519.1,47.059,51,27,0,24,74,241,393,1.31E-11,60.5,64.71,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054854519.1,50,44,22,0,90,133,262,393,1.82E-09,54.3,68.18,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054854519.1,39.216,51,31,0,24,74,583,735,1.23E-07,49.3,60.78,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054859526.1,49.02,51,26,0,83,133,781,933,1.13E-11,60.8,64.71,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054859526.1,42.308,52,30,0,23,74,778,933,1.91E-07,48.9,53.85,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054860106.1,42.857,56,32,0,19,74,2245,2412,3.16E-11,59.7,58.93,0,1,,,,,,,,,,,,,,
XP_015907468.1,XM_054860106.1,44.231,52,29,0,83,134,2260,2415,6.03E-11,58.9,63.46,0,1,,,,,,,,,,,,,,
XP_015912030.1,XM_054850927.1,44.022,184,97,1,8,191,79,612,8.08E-51,163,60.33,0,1,,,,,,,,,,,,,,
XP_015912030.1,XR_008580694.1,31.897,116,72,4,65,176,45,383,3.15E-15,69.7,55.17,0,3,,,,,,,,,,,,,,
XP_015912030.1,XM_054851289.1,25.641,156,81,5,65,185,1329,1796,9.52E-06,45.8,35.9,0,3,,,,,,,,,,,,,,
XP_015912030.1,XM_054851285.1,25.287,174,86,7,54,185,1777,2292,3.83E-04,41.2,33.91,0,1,,,,,,,,,,,,,,
XP_015912030.1,XM_054851288.1,25.625,160,79,6,65,185,1329,1805,5.09E-04,40.8,35.62,0,3,,,,,,,,,,,,,,
XP_015912030.1,XM_054857696.1,25.325,154,73,7,66,182,763,1209,0.001,39.7,37.01,0,1,,,,,,,,,,,,,,
XP_015912030.1,XM_054860854.1,22.699,163,114,4,26,187,278,733,0.003,38.5,39.26,0,2,,,,,,,,,,,,,,
XP_015912030.1,XM_054860861.1,25.51,98,66,2,91,187,1,276,0.014,36.2,39.8,0,1,,,,,,,,,,,,,,
XP_015913498.1,XM_054865120.1,53.846,104,48,0,313,416,764,1075,1.90E-20,95.1,75.96,0,2,,,,,,,,,,,,,,
XP_015913498.1,XM_054865127.1,53.846,104,48,0,313,416,924,1235,1.90E-20,95.1,75.96,0,3,,,,,,,,,,,,,,
XP_015913498.1,XM_054862790.1,57.647,85,36,0,313,397,748,1002,2.49E-16,80.1,77.65,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054855710.1,53.6,125,55,2,21,144,202,570,1.23E-43,143,69.6,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054864345.1,57.944,107,42,2,22,127,259,573,1.22E-40,135,74.77,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054864346.1,57.944,107,42,2,22,127,250,564,1.81E-40,134,74.77,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054864411.1,46.457,127,61,3,22,144,116,487,3.96E-34,117,65.35,0,2,,,,,,,,,,,,,,
XP_015916297.1,XM_054862598.1,44.444,108,57,2,21,127,136,453,2.23E-24,92.8,62.04,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054862598.1,34.375,64,38,1,20,83,307,486,0.004,35.8,51.56,0,1,,,,,,,,,,,,,,
XP_015916297.1,XM_054860006.1,36.154,130,77,4,17,144,107,484,2.53E-21,84.7,51.54,0,2,,,,,,,,,,,,,,
XP_015916297.1,XM_054861139.1,37.903,124,71,5,21,142,173,532,2.28E-18,78.6,59.68,0,2,,,,,,,,,,,,,,
XP_015916297.1,XM_054861081.1,30.952,126,81,4,22,144,134,502,9.26E-10,54.3,43.65,0,2,,,,,,,,,,,,,,
XP_015916297.1,XM_054861082.1,30.952,126,81,4,22,144,134,502,9.26E-10,54.3,43.65,0,2,,,,,,,,,,,,,,
XP_015916297.1,XM_054863338.1,27.451,102,58,2,43,144,1126,1383,5.64E-08,50.4,43.14,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054859661.1,48.018,1514,756,15,2,1498,161,4660,0,1437,66.91,0,2,,,,,,,,,,,,,,
XP_015921583.1,XM_054864839.1,34.136,1453,863,26,102,1500,262,4500,0,827,54.03,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054867181.1,35.897,624,388,8,887,1500,1,1866,3.07E-117,392,56.89,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054865003.1,29.548,951,588,23,577,1497,1570,4266,6.80E-112,391,49.11,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054865003.1,31.105,389,221,17,72,443,310,1386,1.88E-28,125,47.04,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054865002.1,29.443,951,589,23,577,1497,1657,4353,7.80E-112,391,48.9,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054865002.1,31.105,389,221,17,72,443,397,1473,2.09E-28,125,47.04,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054867347.1,29.338,951,590,23,577,1497,1650,4346,2.18E-111,390,48.9,0,3,,,,,,,,,,,,,,
XP_015921583.1,XM_054867347.1,31.105,389,221,17,72,443,390,1466,2.15E-28,125,47.04,0,3,,,,,,,,,,,,,,
XP_015921583.1,XM_054860218.1,28.122,953,578,25,593,1497,1719,4400,3.08E-99,352,47.95,0,3,,,,,,,,,,,,,,
XP_015921583.1,XM_054860218.1,26.712,438,289,15,1,430,198,1439,2.06E-27,122,44.29,0,3,,,,,,,,,,,,,,
XP_015921583.1,XM_054860004.1,26.709,629,395,13,794,1380,2288,4102,6.83E-59,224,45.79,0,2,,,,,,,,,,,,,,
XP_015921583.1,XM_054860004.1,28.98,245,154,11,131,364,389,1096,2.24E-17,89,49.8,0,2,,,,,,,,,,,,,,
XP_015921583.1,XM_054860004.1,37.363,91,56,1,1407,1496,4421,4693,7.26E-08,57.8,51.65,0,2,,,,,,,,,,,,,,
XP_015921583.1,XM_054867200.1,23.3,1000,653,29,593,1498,1756,4695,9.74E-56,214,42.1,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054867200.1,26.936,297,205,7,106,395,475,1350,1.15E-20,99.8,46.8,0,1,,,,,,,,,,,,,,
XP_015921583.1,XM_054853237.1,22.024,1008,644,28,594,1494,1579,4497,8.14E-47,185,41.07,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054859661.1,47.82,1514,756,15,2,1495,161,4660,0,1429,66.78,0,2,,,,,,,,,,,,,,
XP_015921585.1,XM_054864839.1,33.861,1453,864,24,102,1497,262,4500,0,815,53.75,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054867181.1,35.897,624,388,8,884,1497,1,1866,2.58E-117,392,56.89,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054865002.1,29.325,948,591,22,577,1494,1657,4353,1.27E-110,387,48.73,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054865002.1,31.105,389,221,17,72,443,397,1473,2.13E-28,125,47.04,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054865003.1,29.325,948,591,22,577,1494,1570,4266,1.30E-110,387,48.73,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054865003.1,31.105,389,221,17,72,443,310,1386,2.11E-28,125,47.04,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054867347.1,29.219,948,592,22,577,1494,1650,4346,3.13E-110,386,48.73,0,3,,,,,,,,,,,,,,
XP_015921585.1,XM_054867347.1,31.105,389,221,17,72,443,390,1466,2.17E-28,125,47.04,0,3,,,,,,,,,,,,,,
XP_015921585.1,XM_054860218.1,27.662,958,573,25,593,1494,1719,4400,1.90E-97,346,47.49,0,3,,,,,,,,,,,,,,
XP_015921585.1,XM_054860218.1,26.712,438,289,15,1,430,198,1439,2.11E-27,122,44.29,0,3,,,,,,,,,,,,,,
XP_015921585.1,XM_054860004.1,26.709,629,395,13,791,1377,2288,4102,8.19E-59,224,45.79,0,2,,,,,,,,,,,,,,
XP_015921585.1,XM_054860004.1,28.98,245,154,11,131,364,389,1096,2.11E-17,89.4,49.8,0,2,,,,,,,,,,,,,,
XP_015921585.1,XM_054860004.1,37.363,91,56,1,1404,1493,4421,4693,7.74E-08,57.8,51.65,0,2,,,,,,,,,,,,,,
XP_015921585.1,XM_054867200.1,23.99,792,512,23,785,1495,2347,4695,1.44E-50,197,43.69,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054867200.1,26.936,297,205,7,106,395,475,1350,9.75E-21,100,46.8,0,1,,,,,,,,,,,,,,
XP_015921585.1,XM_054853237.1,21.856,1002,650,26,594,1491,1579,4497,3.86E-45,179,41.02,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054865877.1,77.145,1597,337,15,173,1758,2,4741,0,2300,86.1,0,2,,,,,,,,,,,,,,
XP_015922465.1,XM_054851016.1,57.436,780,329,2,406,1183,1,2337,0,950,76.03,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054851016.1,61.029,136,48,2,1579,1712,3370,3768,1.36E-43,174,77.21,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054851017.1,55.114,528,221,2,352,877,763,2304,0,595,72.54,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054851017.1,48.925,186,94,1,998,1183,2299,2853,8.08E-51,198,72.04,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054851017.1,61.029,136,48,2,1579,1712,3904,4302,1.28E-43,175,77.21,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054850629.1,36.957,368,223,4,522,882,1768,2865,3.13E-68,250,56.25,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054850629.1,31.132,106,60,3,48,143,241,549,1.10E-06,53.9,48.11,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054865297.1,73.457,162,40,2,1,161,889,1368,8.56E-63,223,84.57,0,1,,,,,,,,,,,,,,
XP_015922465.1,XM_054857394.1,33.333,327,195,6,519,832,428,1378,4.92E-44,176,50.76,0,2,,,,,,,,,,,,,,
XP_015922465.1,XM_054857393.1,33.333,327,195,6,519,832,428,1378,6.37E-44,176,50.76,0,2,,,,,,,,,,,,,,
XP_015922465.1,XM_054863251.1,31.769,277,175,6,545,815,156,962,8.08E-41,159,52.71,0,3,,,,,,,,,,,,,,
XP_015922465.1,XM_054860287.1,31.715,309,188,10,579,879,1457,2338,1.06E-36,152,52.43,0,2,,,,,,,,,,,,,,
XP_015922465.1,XM_054868314.1,33.621,232,142,5,576,807,313,972,3.73E-32,131,51.72,0,1,,,,,,,,,,,,,,
XP_015930738.1,XM_054865667.1,62.852,533,191,2,55,580,321,1919,0,730,79.92,0,3,,,,,,,,,,,,,,
XP_015930738.1,XM_054865666.1,62.852,533,191,2,55,580,348,1946,0,730,79.92,0,3,,,,,,,,,,,,,,
XP_015930738.1,XM_054865680.1,48.022,556,257,3,55,578,618,2285,0,563,64.75,0,3,,,,,,,,,,,,,,
XP_015930738.1,XM_054865679.1,47.935,557,257,4,55,578,618,2288,0,560,64.81,0,3,,,,,,,,,,,,,,
XP_015930738.1,XM_054857272.1,45.992,524,242,8,55,571,217,1686,7.42E-154,466,62.6,0,1,,,,,,,,,,,,,,
XP_015930738.1,XM_054865337.1,42.958,568,264,11,55,569,808,2490,1.01E-144,439,57.92,0,1,,,,,,,,,,,,,,
XP_015930738.1,XM_054865594.1,44.149,564,255,11,55,569,229,1887,8.15E-144,430,57.09,0,1,,,,,,,,,,,,,,
XP_015930738.1,XM_054852807.1,41.756,558,258,10,53,569,138,1733,2.04E-139,419,54.66,0,3,,,,,,,,,,,,,,
XP_015930738.1,XM_054852808.1,41.756,558,258,10,53,569,199,1794,5.45E-139,418,54.66,0,1,,,,,,,,,,,,,,
XP_015930738.1,XM_054865639.1,42.478,565,266,12,53,569,204,1865,1.75E-132,404,56.46,0,3,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,44.444,72,38,1,15,86,1528,1737,4.15E-13,63.2,56.94,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,50,58,27,1,29,86,1759,1926,1.50E-12,61.6,62.07,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,48.276,58,28,1,29,86,484,651,5.13E-12,60.1,62.07,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,48.333,60,29,1,27,86,1372,1545,3.34E-11,57.8,58.33,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,36.145,83,44,2,4,86,43,264,1.79E-10,55.8,49.4,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,41.27,63,35,1,24,86,274,456,3.03E-10,55.1,58.73,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,44.444,72,38,1,15,86,1528,1737,4.15E-13,63.2,56.94,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,50,58,27,1,29,86,1759,1926,1.50E-12,61.6,62.07,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,48.276,58,28,1,29,86,484,651,5.13E-12,60.1,62.07,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,48.333,60,29,1,27,86,1372,1545,3.34E-11,57.8,58.33,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,36.145,83,44,2,4,86,43,264,1.79E-10,55.8,49.4,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054855300.1,41.27,63,35,1,24,86,274,456,3.03E-10,55.1,58.73,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054859040.1,40.506,79,44,2,14,91,545,775,2.59E-10,55.1,51.9,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054859040.1,35.593,59,32,2,28,86,395,553,0.006,34.3,45.76,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054859040.1,40.506,79,44,2,14,91,545,775,2.59E-10,55.1,51.9,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054859040.1,35.593,59,32,2,28,86,395,553,0.006,34.3,45.76,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054859041.1,40.845,71,40,1,21,91,355,561,3.41E-10,54.7,54.93,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054859041.1,40.845,71,40,1,21,91,355,561,3.41E-10,54.7,54.93,0,1,,,,,,,,,,,,,,
OCT73558.1,XM_054858361.1,34.118,85,52,2,2,86,528,770,7.07E-08,48.1,52.94,0,3,,,,,,,,,,,,,,
OCT73558.1,XM_054858361.1,34.118,85,52,2,2,86,528,770,7.07E-08,48.1,52.94,0,3,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,42.857,63,33,2,24,86,941,1120,7.94E-08,48.1,58.73,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,40.323,62,33,2,29,90,302,475,6.67E-07,45.4,58.06,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,28.409,88,49,2,12,87,35,292,0.018,33.1,43.18,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,32.759,58,37,1,29,86,1328,1495,0.048,32,44.83,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,42.857,63,33,2,24,86,941,1120,7.94E-08,48.1,58.73,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,40.323,62,33,2,29,90,302,475,6.67E-07,45.4,58.06,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,28.409,88,49,2,12,87,35,292,0.018,33.1,43.18,0,2,,,,,,,,,,,,,,
OCT73558.1,XM_054853404.1,32.759,58,37,1,29,86,1328,1495,0.048,32,44.83,0,2,,,,,,,,,,,,,,
XP_003744226.2,XM_054865472.1,75.728,103,10,1,172,274,574,837,2.13E-37,135,78.64,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054856240.1,68.932,103,15,1,172,274,421,678,1.32E-35,135,71.84,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054857366.1,64,100,25,2,175,274,508,774,1.39E-31,120,71,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054865792.1,72.277,101,25,2,175,274,562,858,7.60E-30,119,81.19,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054865210.1,74.545,55,14,0,218,272,625,789,5.50E-22,93.2,81.82,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054857525.1,84.314,51,8,0,218,268,793,945,1.75E-21,92.8,88.24,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054857524.1,49.091,110,32,3,170,272,736,1014,1.89E-21,93.2,57.27,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054866247.1,84.314,51,8,0,218,268,985,1137,9.31E-21,91.7,88.24,0,1,,,,,,,,,,,,,,
XP_003744226.2,XM_054857523.1,58.696,92,29,2,171,262,475,723,1.33E-20,90.1,65.22,0,1,,,,,,,,,,,,,,
XP_003744226.2,XR_008581228.1,54.082,98,32,2,173,262,973,1251,1.38E-19,89,63.27,0,1,,,,,,,,,,,,,,
OQR72671.1,XM_054861395.1,98.182,55,1,0,114,168,250,414,1.84E-27,108,100,0,1,,,,,,,,,,,,,,
OQR72671.1,XM_054865675.1,88.333,60,7,0,114,173,328,507,1.17E-26,105,93.33,0,1,,,,,,,,,,,,,,
OQR72671.1,XM_054859311.1,44.681,47,26,0,115,161,765,905,2.92E-05,43.9,68.09,0,3,,,,,,,,,,,,,,
OQR72671.1,XM_054855211.1,38.298,47,29,0,116,162,260,400,2.62E-04,40.8,70.21,0,2,,,,,,,,,,,,,,
XP_021004187.1,XM_054851737.1,69.929,705,181,11,5,691,58,2133,0,893,80.85,0,1,,,,,,,,,,,,,,
XP_021004187.1,XM_054851737.1,69.929,705,181,11,5,691,58,2133,0,893,80.85,0,1,,,,,,,,,,,,,,
XP_021004187.1,XM_054850251.1,39.913,689,330,14,6,657,96,2021,2.57E-141,444,57.18,0,3,,,,,,,,,,,,,,
XP_021004187.1,XM_054850251.1,39.913,689,330,14,6,657,96,2021,2.57E-141,444,57.18,0,3,,,,,,,,,,,,,,
XP_021004187.1,XM_054867796.1,65.938,320,85,8,384,691,1,924,8.63E-116,354,77.19,0,1,,,,,,,,,,,,,,
XP_021004187.1,XM_054867796.1,65.938,320,85,8,384,691,1,924,8.63E-116,354,77.19,0,1,,,,,,,,,,,,,,
EFN75127.1,XM_054867138.1,34.783,115,71,3,13,127,539,871,5.05E-12,61.2,54.78,0,2,,,,,,,,,,,,,,
EFN75127.1,XM_054867066.1,34.783,115,71,3,13,127,664,996,9.49E-12,60.8,54.78,0,1,,,,,,,,,,,,,,
EFN75127.1,XM_054855560.1,29.752,121,75,4,15,127,333,689,4.34E-09,53.1,51.24,0,3,,,,,,,,,,,,,,
EFN75127.1,XM_054852845.1,29.752,121,75,4,15,127,333,689,4.34E-09,53.1,51.24,0,3,,,,,,,,,,,,,,
EFN75127.1,XM_054853270.1,28.462,130,83,5,4,126,676,1056,9.21E-07,46.6,49.23,0,1,,,,,,,,,,,,,,
ADV40341.1,XM_054859747.1,48.148,81,41,1,35,114,153,395,5.87E-19,78.6,60.49,0,3,,,,,,,,,,,,,,
ADV40341.1,XM_054859748.1,49.351,77,38,1,38,114,205,432,1.40E-17,73.9,63.64,0,1,,,,,,,,,,,,,,
KFM56718.1,XM_054866492.1,46.517,402,188,11,70,456,21,1190,3.57E-97,304,64.68,0,3,,,,,,,,,,,,,,
KFM56718.1,XM_054851196.1,32.011,353,218,5,62,404,216,1238,4.00E-35,138,48.44,0,3,,,,,,,,,,,,,,
KFM57306.1,XM_054867242.1,49.826,287,144,0,19,305,5328,4468,1.83E-91,298,67.6,0,-1,,,,,,,,,,,,,,
KFM57306.1,XM_054860206.1,50,136,66,2,117,251,5193,4789,1.54E-56,124,63.97,0,-1,,,,,,,,,,,,,,
KFM57306.1,XM_054860206.1,52,75,36,0,40,114,5420,5196,1.54E-56,75.5,66.67,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054860206.1,44.286,70,39,0,249,318,4796,4587,1.54E-56,59.3,57.14,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054860208.1,50,136,66,2,117,251,5154,4750,1.54E-56,124,63.97,0,-1,,,,,,,,,,,,,,
KFM57306.1,XM_054860208.1,52,75,36,0,40,114,5381,5157,1.54E-56,75.5,66.67,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054860208.1,44.286,70,39,0,249,318,4757,4548,1.54E-56,59.3,57.14,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054860207.1,50,136,66,2,117,251,4991,4587,1.54E-56,124,63.97,0,-1,,,,,,,,,,,,,,
KFM57306.1,XM_054860207.1,52,75,36,0,40,114,5218,4994,1.54E-56,75.5,66.67,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054860207.1,44.286,70,39,0,249,318,4594,4385,1.54E-56,59.3,57.14,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054867173.1,51.19,168,82,0,138,305,3725,3222,3.42E-51,182,68.45,0,-1,,,,,,,,,,,,,,
KFM57306.1,XM_054867173.1,41.549,142,83,0,4,145,5832,5407,9.86E-27,111,60.56,0,-3,,,,,,,,,,,,,,
KFM57306.1,XM_054857723.1,46.479,142,76,0,142,283,1054,1479,2.36E-43,146,64.79,0,1,,,,,,,,,,,,,,
KFM57306.1,XM_054857723.1,46.667,45,24,0,103,147,939,1073,2.36E-43,48.1,64.44,0,3,,,,,,,,,,,,,,
KFM57306.1,XM_054861848.1,41.071,168,98,1,136,302,6357,5854,1.83E-33,131,58.93,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054861848.1,57.143,35,15,0,125,159,6386,6282,6.56E-04,42,68.57,0,-3,,,,,,,,,,,,,,
KFM57306.1,XM_054852699.1,32.911,237,151,4,85,321,6854,6168,2.93E-33,130,50.21,0,-2,,,,,,,,,,,,,,
KFM57306.1,XM_054857613.1,43.59,117,66,0,7,123,94,444,1.28E-30,114,64.1,0,1,,,,,,,,,,,,,,
KFM57306.1,XM_054865430.1,44.056,143,67,3,169,305,1,408,2.69E-29,110,59.44,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054857225.1,64.981,514,173,4,10,521,112,1638,0,686,79.57,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054867802.1,62.138,449,164,3,77,521,805,2145,0,571,77.95,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054855994.1,56.701,485,198,4,38,521,104,1525,0,565,75.05,0,2,,,,,,,,,,,,,,
KFM58190.1,XM_054864587.1,54.725,455,196,3,70,521,508,1851,2.77E-176,510,72.75,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054860008.1,53.409,440,193,2,82,521,280,1563,3.96E-170,492,72.05,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054860007.1,53.409,440,193,2,82,521,309,1592,5.34E-170,492,72.05,0,3,,,,,,,,,,,,,,
KFM58190.1,XM_054850495.1,47.49,518,262,5,9,521,70,1608,2.04E-168,487,66.6,0,1,,,,,,,,,,,,,,
KFM58190.1,XM_054868796.1,46.484,512,271,2,10,521,233,1759,9.27E-165,481,65.82,0,2,,,,,,,,,,,,,,
KFM58190.1,XM_054858972.1,50.221,452,213,2,70,521,266,1585,1.82E-158,464,67.92,0,2,,,,,,,,,,,,,,
KFM58190.1,XR_008580697.1,50.221,452,213,2,70,521,266,1585,2.41E-157,464,67.92,0,2,,,,,,,,,,,,,,
KFM60764.1,XM_054866225.1,64.327,342,60,16,1,338,246,1097,2.33E-115,369,70.76,0,3,,,,,,,,,,,,,,
KFM60764.1,XM_054866226.1,63.798,337,60,16,6,338,372,1208,5.08E-111,357,70.33,0,3,,,,,,,,,,,,,,
KFM60764.1,XM_054856676.1,55.864,324,96,17,25,338,134,994,2.83E-84,271,62.04,0,2,,,,,,,,,,,,,,
KFM60764.1,XM_054865386.1,61.404,57,22,0,282,338,610,780,6.16E-19,87,85.96,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054857366.1,64.912,57,20,0,282,338,565,735,2.92E-18,84.7,84.21,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054857525.1,54.217,83,31,3,258,338,691,924,3.12E-18,85.1,72.29,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054865792.1,64.912,57,20,0,282,338,649,819,4.63E-18,86.3,84.21,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054865210.1,58.621,58,24,0,281,338,583,756,1.59E-17,82,82.76,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054857524.1,58.621,58,24,0,281,338,808,981,3.46E-17,82,82.76,0,1,,,,,,,,,,,,,,
KFM60764.1,XM_054866247.1,58.462,65,26,1,275,338,922,1116,3.84E-17,82.4,78.46,0,1,,,,,,,,,,,,,,
KFM61014.1,XM_054861237.1,81.176,595,102,3,1,594,177,1934,0,965,88.07,0,3,,,,,,,,,,,,,,
KFM61014.1,XM_054853272.1,53.571,588,250,6,13,589,301,2028,0,615,69.9,0,1,,,,,,,,,,,,,,
KFM61014.1,XM_054854986.1,53.805,565,240,4,26,583,337,1989,0,600,69.56,0,1,,,,,,,,,,,,,,
KFM61014.1,XM_054851469.1,54.579,535,223,5,65,597,1,1551,0,568,69.91,0,1,,,,,,,,,,,,,,
KFM61014.1,XM_054866166.1,45.804,572,288,7,31,591,137,1819,2.50E-173,512,65.03,0,2,,,,,,,,,,,,,,
KFM61014.1,XM_054850222.1,46.416,558,281,7,25,577,206,1840,2.26E-171,515,64.7,0,2,,,,,,,,,,,,,,
