HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0036634	OG0001624	gnl|BL_ORD_ID|2586 lcl|NC_072731.1_cds_XP_054710546.1_2587 [gene=LOC129220203] [db_xref=GeneID:129220203] [protein=uncharacterized protein LOC129220203] [protein_id=XP_054710546.1] [location=complement(join(255215501..255215727,255218572..255218982,255219837..255220040,255228894..255229097,255232620..255232649,255234999..255235217,255241186..255241401,255245034..255245255,255248557..255248745,255254965..255255189,255267154..255267384,255268080..255268295,255270491..255270811,255273005..255273059))] [gbkey=CDS]	gnl|BL_ORD_ID|2586 lcl|NC_072731.1_cds_XP_054710546.1_2587	LOC129220203	GeneID:129220203	uncharacterized protein LOC129220203	XP_054710546.1	complement(join(255215501..255215727,255218572..255218982,255219837..255220040,255228894..255229097,255232620..255232649,255234999..255235217,255241186..255241401,255245034..255245255,255248557..255248745,255254965..255255189,255267154..255267384,255268080..255268295,255270491..255270811,255273005..255273059))	CDS	1.27757e-43	195	324	[190, 513]
N5.HOG0036635	OG0001624	gnl|BL_ORD_ID|2585 lcl|NC_072731.1_cds_XP_054710534.1_2586 [gene=LOC129220193] [db_xref=GeneID:129220193] [protein=uncharacterized protein LOC129220193] [partial=3'] [protein_id=XP_054710534.1] [location=complement(join(<255194201..255194358,255195583..255195669,255198011..255198232,255201193..255202170,255203621..255203668,255206110..255206349,255209195..255209404,255210456..255210542,255210643..255210858,255212987..255213064,255213931..255214018))] [gbkey=CDS]	gnl|BL_ORD_ID|2585 lcl|NC_072731.1_cds_XP_054710534.1_2586	LOC129220193	GeneID:129220193	uncharacterized protein LOC129220193	XP_054710534.1	complement(join(<255194201..255194358,255195583..255195669,255198011..255198232,255201193..255202170,255203621..255203668,255206110..255206349,255209195..255209404,255210456..255210542,255210643..255210858,255212987..255213064,255213931..255214018))	CDS	3.88319e-71	393	624	[307, 930]
N5.HOG0036636	OG0001625	gnl|BL_ORD_ID|2069 lcl|NC_072731.1_cds_XP_054724031.1_2070 [gene=LOC129234155] [db_xref=GeneID:129234155] [protein=choline/ethanolamine kinase-like isoform X1] [protein_id=XP_054724031.1] [location=join(209419290..209419387,209435404..209435508,209476829..209477051,209484535..209484668,209495236..209495349,209498493..209498551,209498951..209499035,209500274..209500382,209501777..209501947,209503207..209503305)] [gbkey=CDS]	gnl|BL_ORD_ID|2069 lcl|NC_072731.1_cds_XP_054724031.1_2070	LOC129234155	GeneID:129234155	choline/ethanolamine kinase-like isoform X1	XP_054724031.1	join(209419290..209419387,209435404..209435508,209476829..209477051,209484535..209484668,209495236..209495349,209498493..209498551,209498951..209499035,209500274..209500382,209501777..209501947,209503207..209503305)	CDS	1.67493e-94	450	1107	[109, 1194]
N5.HOG0036650	OG0001626	gnl|BL_ORD_ID|2992 lcl|NC_072732.1_cds_XP_054724795.1_2993 [gene=LOC129235131] [db_xref=GeneID:129235131] [protein=rapamycin-insensitive companion of mTOR-like] [protein_id=XP_054724795.1] [location=complement(join(25627934..25628002,25634656..25634794,25634949..25635060,25637254..25637346,25642653..25642760,25643594..25643651,25647305..25647443,25649932..25650927,25653786..25653892,25658245..25658425,25660588..25660697,25663734..25663889,25667436..25667600,25668463..25668589,25669358..25669506,25670777..25670836,25672721..25672903,25680023..25680121,25681104..25681245,25688272..25688369,25690831..25690911,25691435..25691501,25695230..25695320,25695432..25695519,25696006..25696088,25698705..25698772,25701481..25701545,25706739..25706908,25707798..25708117,25709194..25709198))] [gbkey=CDS]	gnl|BL_ORD_ID|2992 lcl|NC_072732.1_cds_XP_054724795.1_2993	LOC129235131	GeneID:129235131	rapamycin-insensitive companion of mTOR-like	XP_054724795.1	complement(join(25627934..25628002,25634656..25634794,25634949..25635060,25637254..25637346,25642653..25642760,25643594..25643651,25647305..25647443,25649932..25650927,25653786..25653892,25658245..25658425,25660588..25660697,25663734..25663889,25667436..25667600,25668463..25668589,25669358..25669506,25670777..25670836,25672721..25672903,25680023..25680121,25681104..25681245,25688272..25688369,25690831..25690911,25691435..25691501,25695230..25695320,25695432..25695519,25696006..25696088,25698705..25698772,25701481..25701545,25706739..25706908,25707798..25708117,25709194..25709198))	CDS	0.0	2034	3090	[1282, 4329]
N5.HOG0036664	OG0001627	gnl|BL_ORD_ID|1373 lcl|NC_072731.1_cds_XP_054722719.1_1374 [gene=LOC129232606] [db_xref=GeneID:129232606] [protein=terminal uridylyltransferase 4-like] [protein_id=XP_054722719.1] [location=complement(join(143707433..143708205,143710747..143710954,143711143..143711240,143712445..143712492,143715851..143716028,143716118..143716192,143717469..143717582,143719569..143719658,143721589..143721750,143722731..143722834,143726266..143726352,143730651..143730747,143736277..143736327,143736408..143736802,143737987..143738157,143751609..143751780,143752301..143752345,143752882..143752995,143756610..143756809,143760664..143760801,143768228..143768405,143769591..143769698,143772027..143772130,143783778..143784510))] [gbkey=CDS]	gnl|BL_ORD_ID|1373 lcl|NC_072731.1_cds_XP_054722719.1_1374	LOC129232606	GeneID:129232606	terminal uridylyltransferase 4-like	XP_054722719.1	complement(join(143707433..143708205,143710747..143710954,143711143..143711240,143712445..143712492,143715851..143716028,143716118..143716192,143717469..143717582,143719569..143719658,143721589..143721750,143722731..143722834,143726266..143726352,143730651..143730747,143736277..143736327,143736408..143736802,143737987..143738157,143751609..143751780,143752301..143752345,143752882..143752995,143756610..143756809,143760664..143760801,143768228..143768405,143769591..143769698,143772027..143772130,143783778..143784510))	CDS	0.0	1815	3939	[616, 4437]
N5.HOG0036691	OG0001629	gnl|BL_ORD_ID|4572 lcl|NC_072732.1_cds_XP_054706894.1_4573 [gene=LOC129216702] [db_xref=GeneID:129216702] [protein=uncharacterized protein LOC129216702] [protein_id=XP_054706894.1] [location=join(183237099..183237165,183237275..183237401,183258087..183261945,183275167..183275274,183292910..183292969)] [gbkey=CDS]	gnl|BL_ORD_ID|4572 lcl|NC_072732.1_cds_XP_054706894.1_4573	LOC129216702	GeneID:129216702	uncharacterized protein LOC129216702	XP_054706894.1	join(183237099..183237165,183237275..183237401,183258087..183261945,183275167..183275274,183292910..183292969)	CDS	1.07445e-06	87	246	[2776, 3003]
N5.HOG0036696	OG0001630	gnl|BL_ORD_ID|13776 lcl|NC_072738.1_cds_XP_054717932.1_13777 [gene=LOC129227405] [db_xref=GeneID:129227405] [protein=uncharacterized protein LOC129227405 isoform X1] [protein_id=XP_054717932.1] [location=join(30347834..30347857,30384578..30384780,30397348..30397623,30434238..30434408,30438229..30438415)] [gbkey=CDS]	gnl|BL_ORD_ID|13776 lcl|NC_072738.1_cds_XP_054717932.1_13777	LOC129227405	GeneID:129227405	uncharacterized protein LOC129227405 isoform X1	XP_054717932.1	join(30347834..30347857,30384578..30384780,30397348..30397623,30434238..30434408,30438229..30438415)	CDS	1.30513e-47	219	315	[547, 861]
N5.HOG0036697	OG0001630	gnl|BL_ORD_ID|13776 lcl|NC_072738.1_cds_XP_054717932.1_13777 [gene=LOC129227405] [db_xref=GeneID:129227405] [protein=uncharacterized protein LOC129227405 isoform X1] [protein_id=XP_054717932.1] [location=join(30347834..30347857,30384578..30384780,30397348..30397623,30434238..30434408,30438229..30438415)] [gbkey=CDS]	gnl|BL_ORD_ID|13776 lcl|NC_072738.1_cds_XP_054717932.1_13777	LOC129227405	GeneID:129227405	uncharacterized protein LOC129227405 isoform X1	XP_054717932.1	join(30347834..30347857,30384578..30384780,30397348..30397623,30434238..30434408,30438229..30438415)	CDS	7.54775e-136	660	861	[1, 861]
N5.HOG0036698	OG0001631	gnl|BL_ORD_ID|104 lcl|NC_072731.1_cds_XP_054718611.1_105 [gene=LOC129228006] [db_xref=GeneID:129228006] [protein=bromodomain-containing protein 8-like] [protein_id=XP_054718611.1] [location=join(12869276..12869348,12878652..12878733,12880360..12880429,12886420..12886469,12891621..12891740,12892302..12892382,12894440..12894653,12898747..12898977,12905087..12905299,12914500..12914683,12917719..12918207,12931389..12931684,12932586..12932777,12937592..12937736,12938737..12938921,12939848..12939956,12949509..12949648,12956856..12956961,12960287..12960405,12960778..12961025,12964124..12964219,12969889..12969966,12970066..12970134,12973309..12973486,12980893..12980987,12981063..12981093)] [gbkey=CDS]	gnl|BL_ORD_ID|104 lcl|NC_072731.1_cds_XP_054718611.1_105	LOC129228006	GeneID:129228006	bromodomain-containing protein 8-like	XP_054718611.1	join(12869276..12869348,12878652..12878733,12880360..12880429,12886420..12886469,12891621..12891740,12892302..12892382,12894440..12894653,12898747..12898977,12905087..12905299,12914500..12914683,12917719..12918207,12931389..12931684,12932586..12932777,12937592..12937736,12938737..12938921,12939848..12939956,12949509..12949648,12956856..12956961,12960287..12960405,12960778..12961025,12964124..12964219,12969889..12969966,12970066..12970134,12973309..12973486,12980893..12980987,12981063..12981093)	CDS	2.30241e-128	819	1596	[2350, 3894]
N5.HOG0036707	OG0001632	gnl|BL_ORD_ID|16829 lcl|NC_072740.1_cds_XP_054722061.1_16830 [gene=LOC129231724] [db_xref=GeneID:129231724] [protein=ATP-dependent translocase ABCB1-like] [protein_id=XP_054722061.1] [location=join(39496648..39496766,39517241..39517307,39522960..39523137,39523260..39523384,39524029..39524162,39525546..39525717,39528286..39528410,39531738..39531854,39532090..39532144,39534339..39534452,39539714..39539824,39543753..39543878,39546315..39546518,39546984..39547154,39550087..39550297,39550447..39550571,39551320..39551463,39551553..39551654,39557008..39557169,39557377..39557580,39558040..39558140,39559621..39559761,39562695..39562851,39563972..39564166,39564266..39564469,39568284..39568430,39569957..39570151)] [gbkey=CDS]	gnl|BL_ORD_ID|16829 lcl|NC_072740.1_cds_XP_054722061.1_16830	LOC129231724	GeneID:129231724	ATP-dependent translocase ABCB1-like	XP_054722061.1	join(39496648..39496766,39517241..39517307,39522960..39523137,39523260..39523384,39524029..39524162,39525546..39525717,39528286..39528410,39531738..39531854,39532090..39532144,39534339..39534452,39539714..39539824,39543753..39543878,39546315..39546518,39546984..39547154,39550087..39550297,39550447..39550571,39551320..39551463,39551553..39551654,39557008..39557169,39557377..39557580,39558040..39558140,39559621..39559761,39562695..39562851,39563972..39564166,39564266..39564469,39568284..39568430,39569957..39570151)	CDS	0.0	2835	3912	[1, 3900]
N5.HOG0036732	OG0001633	gnl|BL_ORD_ID|16068 lcl|NC_072739.1_cds_XP_054720814.1_16069 [gene=LOC129230440] [db_xref=GeneID:129230440] [protein=alpha-2-macroglobulin-like] [protein_id=XP_054720814.1] [location=complement(join(110429597..110429763,110433084..110433227,110439650..110439733,110440805..110441251,110443419..110443521,110447104..110447178,110447417..110447507,110464841..110464959,110471345..110471557,110474610..110474791,110477732..110477978,110480017..110480255,110481458..110481634,110482460..110482549,110485699..110485750,110486476..110486718,110489017..110489245,110491225..110491390,110493121..110493253,110494875..110494951,110497349..110497439,110500326..110500475,110510158..110510463,110512175..110512396,110515734..110515931,110518653..110518771,110518877..110518988,110519739..110519847,110520496..110520580,110523758..110523871,110530265..110530337,110531708..110531763,110534952..110535137,110542259..110542458,110545515..110545522))] [gbkey=CDS]	gnl|BL_ORD_ID|16068 lcl|NC_072739.1_cds_XP_054720814.1_16069	LOC129230440	GeneID:129230440	alpha-2-macroglobulin-like	XP_054720814.1	complement(join(110429597..110429763,110433084..110433227,110439650..110439733,110440805..110441251,110443419..110443521,110447104..110447178,110447417..110447507,110464841..110464959,110471345..110471557,110474610..110474791,110477732..110477978,110480017..110480255,110481458..110481634,110482460..110482549,110485699..110485750,110486476..110486718,110489017..110489245,110491225..110491390,110493121..110493253,110494875..110494951,110497349..110497439,110500326..110500475,110510158..110510463,110512175..110512396,110515734..110515931,110518653..110518771,110518877..110518988,110519739..110519847,110520496..110520580,110523758..110523871,110530265..110530337,110531708..110531763,110534952..110535137,110542259..110542458,110545515..110545522))	CDS	4.45542e-95	480	909	[46, 942]
N5.HOG0036738	OG0001634	gnl|BL_ORD_ID|7550 lcl|NC_072734.1_cds_XP_054711143.1_7551 [gene=LOC129220738] [db_xref=GeneID:129220738] [protein=LOW QUALITY PROTEIN: A-kinase anchor protein 13-like] [transl_except=(pos:3496..3498,aa:Other),(pos:3505..3507,aa:Other)] [protein_id=XP_054711143.1] [location=complement(join(102667441..102667979,102668691..102668890,102673364..102673398,102677301..102677402,102680406..102680459,102684180..102684280,102693058..102693213,102693941..102694013,102694433..102694468,102695636..102695709,102696794..102696858,102697286..102697307,102699414..102699600,102701648..102701733,102703324..102703405,102705103..102705222,102705302..102705351,102707951..102708068,102708153..102708278,102708370..102708543,102708616..102708668,102722085..102722136,102722476..102722567,102723813..102723856,102725368..102725421,102728276..102728319,102728440..102728501,102734278..102734358,102739956..102740013,102744232..102744296,102745005..102745131,102750282..102750375,102755910..102756044,102758514..102758538,102763879..102764023,102765665..102765780,102766869..102767020,102771255..102771511))] [gbkey=CDS]	gnl|BL_ORD_ID|7550 lcl|NC_072734.1_cds_XP_054711143.1_7551	LOC129220738	GeneID:129220738	LOW QUALITY PROTEIN: A-kinase anchor protein 13-like	XP_054711143.1	complement(join(102667441..102667979,102668691..102668890,102673364..102673398,102677301..102677402,102680406..102680459,102684180..102684280,102693058..102693213,102693941..102694013,102694433..102694468,102695636..102695709,102696794..102696858,102697286..102697307,102699414..102699600,102701648..102701733,102703324..102703405,102705103..102705222,102705302..102705351,102707951..102708068,102708153..102708278,102708370..102708543,102708616..102708668,102722085..102722136,102722476..102722567,102723813..102723856,102725368..102725421,102728276..102728319,102728440..102728501,102734278..102734358,102739956..102740013,102744232..102744296,102745005..102745131,102750282..102750375,102755910..102756044,102758514..102758538,102763879..102764023,102765665..102765780,102766869..102767020,102771255..102771511))	CDS	0.0	2598	4026	[43, 4056]
N5.HOG0036747	OG0001635	gnl|BL_ORD_ID|2781 lcl|NC_072731.1_cds_XP_054711230.1_2782 [gene=LOC129220821] [db_xref=GeneID:129220821] [protein=LOW QUALITY PROTEIN: transmembrane protein 184B-like] [exception=unclassified translation discrepancy] [protein_id=XP_054711230.1] [location=complement(join(272251742..272251978,272254290..272254534,272257641..272257810,272263165..272263256,272265838..272265913,272267931..272268021,272274029..272274191,272281567..272281650,272281652..272281717))] [gbkey=CDS]	gnl|BL_ORD_ID|2781 lcl|NC_072731.1_cds_XP_054711230.1_2782	LOC129220821	GeneID:129220821	LOW QUALITY PROTEIN: transmembrane protein 184B-like	XP_054711230.1	complement(join(272251742..272251978,272254290..272254534,272257641..272257810,272263165..272263256,272265838..272265913,272267931..272268021,272274029..272274191,272281567..272281650,272281652..272281717))	CDS	4.31375e-116	477	525	[22, 546]
N5.HOG0036749	OG0001635	gnl|BL_ORD_ID|4784 lcl|NC_072732.1_cds_XP_054707940.1_4785 [gene=LOC129217635] [db_xref=GeneID:129217635] [protein=transmembrane protein 184B-like] [protein_id=XP_054707940.1] [location=complement(join(203436603..203436860,203438711..203438955,203441278..203441447,203444250..203444341,203444759..203444834,203448030..203448120,203452056..203452218,203454649..203454861))] [gbkey=CDS]	gnl|BL_ORD_ID|4784 lcl|NC_072732.1_cds_XP_054707940.1_4785	LOC129217635	GeneID:129217635	transmembrane protein 184B-like	XP_054707940.1	complement(join(203436603..203436860,203438711..203438955,203441278..203441447,203444250..203444341,203444759..203444834,203448030..203448120,203452056..203452218,203454649..203454861))	CDS	0.0	1104	1311	[1, 1308]
N5.HOG0036765	OG0001637	gnl|BL_ORD_ID|14734 lcl|NC_072738.1_cds_XP_054718053.1_14735 [gene=LOC129227503] [db_xref=GeneID:129227503] [protein=G2/mitotic-specific cyclin-B-like] [protein_id=XP_054718053.1] [location=join(138302360..138302362,138302446..138302571,138311821..138311931,138322073..138322252,138324118..138324279,138329430..138329666,138334028..138334273,138341346..138341447)] [gbkey=CDS]	gnl|BL_ORD_ID|14734 lcl|NC_072738.1_cds_XP_054718053.1_14735	LOC129227503	GeneID:129227503	G2/mitotic-specific cyclin-B-like	XP_054718053.1	join(138302360..138302362,138302446..138302571,138311821..138311931,138322073..138322252,138324118..138324279,138329430..138329666,138334028..138334273,138341346..138341447)	CDS	5.01085e-158	714	1170	[1, 1164]
N5.HOG0036768	OG0001637	gnl|BL_ORD_ID|5085 lcl|NC_072733.1_cds_XP_054708179.1_5086 [gene=LOC129218026] [db_xref=GeneID:129218026] [protein=G2/mitotic-specific cyclin-A-like] [protein_id=XP_054708179.1] [location=join(19482736..19482873,19500840..19501047,19504773..19504864,19512009..19512232,19516766..19516970,19518307..19518420,19523641..19523774,19535540..19535588)] [gbkey=CDS]	gnl|BL_ORD_ID|5085 lcl|NC_072733.1_cds_XP_054708179.1_5086	LOC129218026	GeneID:129218026	G2/mitotic-specific cyclin-A-like	XP_054708179.1	join(19482736..19482873,19500840..19501047,19504773..19504864,19512009..19512232,19516766..19516970,19518307..19518420,19523641..19523774,19535540..19535588)	CDS	3.69337e-33	273	795	[346, 1131]
N5.HOG0036769	OG0001638	gnl|BL_ORD_ID|9933 lcl|NC_072735.1_cds_XP_054712946.1_9934 [gene=LOC129222457] [db_xref=GeneID:129222457] [protein=LHFPL tetraspan subfamily member 2a protein-like] [protein_id=XP_054712946.1] [location=join(160651688..160651865,160658737..160658988,160660412..160660525,160662338..160662480)] [gbkey=CDS]	gnl|BL_ORD_ID|9933 lcl|NC_072735.1_cds_XP_054712946.1_9934	LOC129222457	GeneID:129222457	LHFPL tetraspan subfamily member 2a protein-like	XP_054712946.1	join(160651688..160651865,160658737..160658988,160660412..160660525,160662338..160662480)	CDS	6.46349e-142	609	687	[1, 687]
N5.HOG0036770	OG0001638	gnl|BL_ORD_ID|17424 lcl|NC_072740.1_cds_XP_054721846.1_17425 [gene=LOC129231531] [db_xref=GeneID:129231531] [protein=LHFPL tetraspan subfamily member 2 protein-like] [protein_id=XP_054721846.1] [location=complement(join(126367676..126367854,126373729..126373842,126391315..126391566,126394257..126394431))] [gbkey=CDS]	gnl|BL_ORD_ID|17424 lcl|NC_072740.1_cds_XP_054721846.1_17425	LOC129231531	GeneID:129231531	LHFPL tetraspan subfamily member 2 protein-like	XP_054721846.1	complement(join(126367676..126367854,126373729..126373842,126391315..126391566,126394257..126394431))	CDS	5.03008e-103	582	666	[1, 666]
N5.HOG0036771	OG0001639	gnl|BL_ORD_ID|17202 lcl|NC_072740.1_cds_XP_054722218.1_17203 [gene=LOC129231860] [db_xref=GeneID:129231860] [protein=caspase-7-like] [protein_id=XP_054722218.1] [location=95757869..95758912] [gbkey=CDS]	gnl|BL_ORD_ID|17202 lcl|NC_072740.1_cds_XP_054722218.1_17203	LOC129231860	GeneID:129231860	caspase-7-like	XP_054722218.1	95757869..95758912	CDS	1.14583e-20	207	660	[313, 948]
N5.HOG0036778	OG0001640	gnl|BL_ORD_ID|7960 lcl|NC_072734.1_cds_XP_054711264.1_7961 [gene=LOC129220858] [db_xref=GeneID:129220858] [protein=B-cell lymphoma/leukemia 11A-like] [protein_id=XP_054711264.1] [location=complement(join(138118720..138120890,138125975..138126280,138254072..138254123))] [gbkey=CDS]	gnl|BL_ORD_ID|7960 lcl|NC_072734.1_cds_XP_054711264.1_7961	LOC129220858	GeneID:129220858	B-cell lymphoma/leukemia 11A-like	XP_054711264.1	complement(join(138118720..138120890,138125975..138126280,138254072..138254123))	CDS	8.26474e-69	351	510	[1, 501]
N5.HOG0036798	OG0001641	gnl|BL_ORD_ID|12784 lcl|NC_072737.1_cds_XP_054716310.1_12785 [gene=LOC129225820] [db_xref=GeneID:129225820] [protein=molybdenum cofactor biosynthesis protein 1-like] [protein_id=XP_054716310.1] [location=complement(join(99949394..99950010,99953565..99953615,99954310..99954430,99959526..99959636,99961108..99961260,99963609..99963680,99965777..99965910,99968134..99968226,99975603..99975770,99978613..99978706,99996471..99996539))] [gbkey=CDS]	gnl|BL_ORD_ID|12784 lcl|NC_072737.1_cds_XP_054716310.1_12785	LOC129225820	GeneID:129225820	molybdenum cofactor biosynthesis protein 1-like	XP_054716310.1	complement(join(99949394..99950010,99953565..99953615,99954310..99954430,99959526..99959636,99961108..99961260,99963609..99963680,99965777..99965910,99968134..99968226,99975603..99975770,99978613..99978706,99996471..99996539))	CDS	1.49127e-177	681	987	[82, 1068]
N5.HOG0036802	OG0001641	gnl|BL_ORD_ID|12784 lcl|NC_072737.1_cds_XP_054716310.1_12785 [gene=LOC129225820] [db_xref=GeneID:129225820] [protein=molybdenum cofactor biosynthesis protein 1-like] [protein_id=XP_054716310.1] [location=complement(join(99949394..99950010,99953565..99953615,99954310..99954430,99959526..99959636,99961108..99961260,99963609..99963680,99965777..99965910,99968134..99968226,99975603..99975770,99978613..99978706,99996471..99996539))] [gbkey=CDS]	gnl|BL_ORD_ID|12784 lcl|NC_072737.1_cds_XP_054716310.1_12785	LOC129225820	GeneID:129225820	molybdenum cofactor biosynthesis protein 1-like	XP_054716310.1	complement(join(99949394..99950010,99953565..99953615,99954310..99954430,99959526..99959636,99961108..99961260,99963609..99963680,99965777..99965910,99968134..99968226,99975603..99975770,99978613..99978706,99996471..99996539))	CDS	0.0	780	1338	[370, 1677]
N5.HOG0036803	OG0001642	gnl|BL_ORD_ID|12823 lcl|NC_072737.1_cds_XP_054716493.1_12824 [gene=LOC129225960] [db_xref=GeneID:129225960] [protein=transmembrane ascorbate-dependent reductase CYB561-like isoform X1] [protein_id=XP_054716493.1] [location=join(102074585..102074639,102082295..102082519,102091064..102091272,102092100..102092254,102116958..102117129)] [gbkey=CDS]	gnl|BL_ORD_ID|12823 lcl|NC_072737.1_cds_XP_054716493.1_12824	LOC129225960	GeneID:129225960	transmembrane ascorbate-dependent reductase CYB561-like isoform X1	XP_054716493.1	join(102074585..102074639,102082295..102082519,102091064..102091272,102092100..102092254,102116958..102117129)	CDS	1.94414e-153	636	816	[16, 810]
N5.HOG0036805	OG0001642	gnl|BL_ORD_ID|9792 lcl|NC_072735.1_cds_XP_054712182.1_9793 [gene=LOC129221857] [db_xref=GeneID:129221857] [protein=putative transmembrane ascorbate-dependent reductase CYB561 homolog] [protein_id=XP_054712182.1] [location=complement(join(145694746..145694914,145695885..145696039,145700111..145700319,145713883..145714078))] [gbkey=CDS]	gnl|BL_ORD_ID|9792 lcl|NC_072735.1_cds_XP_054712182.1_9793	LOC129221857	GeneID:129221857	putative transmembrane ascorbate-dependent reductase CYB561 homolog	XP_054712182.1	complement(join(145694746..145694914,145695885..145696039,145700111..145700319,145713883..145714078))	CDS	2.61724e-100	468	729	[1, 726]
N5.HOG0036806	OG0001643	gnl|BL_ORD_ID|14939 lcl|NC_072738.1_cds_XP_054717730.1_14940 [gene=LOC129227242] [db_xref=GeneID:129227242] [protein=nucleoprotein TPR-like] [protein_id=XP_054717730.1] [location=join(150576961..150577117,150578567..150578671,150579859..150579932,150580736..150580832,150583305..150583408,150586164..150586328,150598449..150598622,150599373..150599586,150600361..150600539,150601144..150601248,150601451..150601558,150602037..150602170,150603111..150603212,150603966..150604116,150606722..150606879,150606998..150607076,150615278..150615421,150616391..150616564,150617320..150617460,150618106..150618216,150618938..150618998,150619666..150619770,150620152..150620246,150621069..150621123,150622020..150622117,150622649..150622783,150622906..150622980,150624561..150624749,150628414..150628520,150630343..150630490,150636594..150636731,150640401..150640585,150645684..150645888,150648931..150649122,150650655..150650769,150651889..150651978,150652641..150652777,150654121..150654194,150658562..150658758,150667272..150667385,150669684..150669794,150671223..150671343,150672206..150672468,150676645..150676724,150677202..150677321,150677512..150677593,150680168..150680394,150681754..150681857,150694297..150694391,150696195..150696281,150699985..150700123,150701484..150701590,150704134..150704223,150705309..150705592)] [gbkey=CDS]	gnl|BL_ORD_ID|14939 lcl|NC_072738.1_cds_XP_054717730.1_14940	LOC129227242	GeneID:129227242	nucleoprotein TPR-like	XP_054717730.1	join(150576961..150577117,150578567..150578671,150579859..150579932,150580736..150580832,150583305..150583408,150586164..150586328,150598449..150598622,150599373..150599586,150600361..150600539,150601144..150601248,150601451..150601558,150602037..150602170,150603111..150603212,150603966..150604116,150606722..150606879,150606998..150607076,150615278..150615421,150616391..150616564,150617320..150617460,150618106..150618216,150618938..150618998,150619666..150619770,150620152..150620246,150621069..150621123,150622020..150622117,150622649..150622783,150622906..150622980,150624561..150624749,150628414..150628520,150630343..150630490,150636594..150636731,150640401..150640585,150645684..150645888,150648931..150649122,150650655..150650769,150651889..150651978,150652641..150652777,150654121..150654194,150658562..150658758,150667272..150667385,150669684..150669794,150671223..150671343,150672206..150672468,150676645..150676724,150677202..150677321,150677512..150677593,150680168..150680394,150681754..150681857,150694297..150694391,150696195..150696281,150699985..150700123,150701484..150701590,150704134..150704223,150705309..150705592)	CDS	1.77964e-25	198	357	[112, 468]
N5.HOG0036816	OG0001643	gnl|BL_ORD_ID|14939 lcl|NC_072738.1_cds_XP_054717730.1_14940 [gene=LOC129227242] [db_xref=GeneID:129227242] [protein=nucleoprotein TPR-like] [protein_id=XP_054717730.1] [location=join(150576961..150577117,150578567..150578671,150579859..150579932,150580736..150580832,150583305..150583408,150586164..150586328,150598449..150598622,150599373..150599586,150600361..150600539,150601144..150601248,150601451..150601558,150602037..150602170,150603111..150603212,150603966..150604116,150606722..150606879,150606998..150607076,150615278..150615421,150616391..150616564,150617320..150617460,150618106..150618216,150618938..150618998,150619666..150619770,150620152..150620246,150621069..150621123,150622020..150622117,150622649..150622783,150622906..150622980,150624561..150624749,150628414..150628520,150630343..150630490,150636594..150636731,150640401..150640585,150645684..150645888,150648931..150649122,150650655..150650769,150651889..150651978,150652641..150652777,150654121..150654194,150658562..150658758,150667272..150667385,150669684..150669794,150671223..150671343,150672206..150672468,150676645..150676724,150677202..150677321,150677512..150677593,150680168..150680394,150681754..150681857,150694297..150694391,150696195..150696281,150699985..150700123,150701484..150701590,150704134..150704223,150705309..150705592)] [gbkey=CDS]	gnl|BL_ORD_ID|14939 lcl|NC_072738.1_cds_XP_054717730.1_14940	LOC129227242	GeneID:129227242	nucleoprotein TPR-like	XP_054717730.1	join(150576961..150577117,150578567..150578671,150579859..150579932,150580736..150580832,150583305..150583408,150586164..150586328,150598449..150598622,150599373..150599586,150600361..150600539,150601144..150601248,150601451..150601558,150602037..150602170,150603111..150603212,150603966..150604116,150606722..150606879,150606998..150607076,150615278..150615421,150616391..150616564,150617320..150617460,150618106..150618216,150618938..150618998,150619666..150619770,150620152..150620246,150621069..150621123,150622020..150622117,150622649..150622783,150622906..150622980,150624561..150624749,150628414..150628520,150630343..150630490,150636594..150636731,150640401..150640585,150645684..150645888,150648931..150649122,150650655..150650769,150651889..150651978,150652641..150652777,150654121..150654194,150658562..150658758,150667272..150667385,150669684..150669794,150671223..150671343,150672206..150672468,150676645..150676724,150677202..150677321,150677512..150677593,150680168..150680394,150681754..150681857,150694297..150694391,150696195..150696281,150699985..150700123,150701484..150701590,150704134..150704223,150705309..150705592)	CDS	0.0	4251	7005	[1, 6864]
