HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0034913	OG0001454	gnl|BL_ORD_ID|23444 lcl|NC_092211.1_cds_XP_015919372.1_23445 [gene=LOC107448618] [db_xref=GeneID:107448618] [protein=uncharacterized protein] [protein_id=XP_015919372.1] [location=join(74318413..74318570,74332481..74332574,74332656..74332818,74336392..74336547,74338526..74338905)] [gbkey=CDS]	gnl|BL_ORD_ID|23444 lcl|NC_092211.1_cds_XP_015919372.1_23445	LOC107448618	GeneID:107448618	uncharacterized protein	XP_015919372.1	join(74318413..74318570,74332481..74332574,74332656..74332818,74336392..74336547,74338526..74338905)	CDS	4.59758e-180	780	984	[1, 951]
N5.HOG0034939	OG0001456	gnl|BL_ORD_ID|17959 lcl|NC_092209.1_cds_XP_042908642.1_17960 [gene=LOC107439964] [db_xref=GeneID:107439964] [protein=carboxypeptidase B isoform X1] [protein_id=XP_042908642.1] [location=complement(join(68701193..68701380,68702520..68702604,68703901..68704103,68708871..68708958,68709269..68709379,68712954..68713058,68719074..68719175,68721263..68721359,68723082..68723218,68724508..68724589,68730792..68730895))] [gbkey=CDS]	gnl|BL_ORD_ID|17959 lcl|NC_092209.1_cds_XP_042908642.1_17960	LOC107439964	GeneID:107439964	carboxypeptidase B isoform X1	XP_042908642.1	complement(join(68701193..68701380,68702520..68702604,68703901..68704103,68708871..68708958,68709269..68709379,68712954..68713058,68719074..68719175,68721263..68721359,68723082..68723218,68724508..68724589,68730792..68730895))	CDS	0.0	861	1251	[25, 1263]
N5.HOG0034945	OG0001456	gnl|BL_ORD_ID|17708 lcl|NC_092209.1_cds_XP_042903711.1_17709 [gene=LOC107452475] [db_xref=GeneID:107452475] [protein=carboxypeptidase B] [protein_id=XP_042903711.1] [location=join(59031335..59031423,59033715..59033796,59036394..59036530,59042058..59042139,59043174..59043275,59043664..59043768,59049253..59049363,59052945..59053038,59053923..59054128,59054500..59054584,59057799..59057992)] [gbkey=CDS]	gnl|BL_ORD_ID|17708 lcl|NC_092209.1_cds_XP_042903711.1_17709	LOC107452475	GeneID:107452475	carboxypeptidase B	XP_042903711.1	join(59031335..59031423,59033715..59033796,59036394..59036530,59042058..59042139,59043174..59043275,59043664..59043768,59049253..59049363,59052945..59053038,59053923..59054128,59054500..59054584,59057799..59057992)	CDS	3.0848e-144	603	1059	[220, 1275]
N5.HOG0034948	OG0001457	gnl|BL_ORD_ID|15665 lcl|NC_092208.1_cds_XP_015926851.2_15666 [gene=LOC107454243] [db_xref=GeneID:107454243] [protein=neuroplastin] [protein_id=XP_015926851.2] [location=join(91450326..91450386,91454255..91454560,91465177..91465300,91466436..91466608,91470782..91470892,91477788..91477988,91507091..91507205,91510417..91510586,91514480..91514593,91515626..91515799,91519862..91519997,91521615..91521669)] [gbkey=CDS]	gnl|BL_ORD_ID|15665 lcl|NC_092208.1_cds_XP_015926851.2_15666	LOC107454243	GeneID:107454243	neuroplastin	XP_015926851.2	join(91450326..91450386,91454255..91454560,91465177..91465300,91466436..91466608,91470782..91470892,91477788..91477988,91507091..91507205,91510417..91510586,91514480..91514593,91515626..91515799,91519862..91519997,91521615..91521669)	CDS	9.09831e-132	582	1050	[706, 1740]
N5.HOG0034950	OG0001457	gnl|BL_ORD_ID|20961 lcl|NC_092210.1_cds_XP_015908273.2_20962 [gene=LOC107440016] [db_xref=GeneID:107440016] [protein=basigin] [protein_id=XP_015908273.2] [location=complement(join(71386101..71386155,71389850..71389985,71392473..71392649,71395634..71395750,71395846..71395991,71398813..71398927,71407693..71407878,71418641..71418754,71420648..71420823,71427788..71427893,71430465..71430749,71437712..71437769))] [gbkey=CDS]	gnl|BL_ORD_ID|20961 lcl|NC_092210.1_cds_XP_015908273.2_20962	LOC107440016	GeneID:107440016	basigin	XP_015908273.2	complement(join(71386101..71386155,71389850..71389985,71392473..71392649,71395634..71395750,71395846..71395991,71398813..71398927,71407693..71407878,71418641..71418754,71420648..71420823,71427788..71427893,71430465..71430749,71437712..71437769))	CDS	5.56413e-127	510	738	[940, 1671]
N5.HOG0034953	OG0001458	gnl|BL_ORD_ID|31806 lcl|NC_092214.1_cds_XP_042904124.1_31807 [gene=LOC107452167] [db_xref=GeneID:107452167] [protein=transcription factor CP2-like protein 1 isoform X1] [protein_id=XP_042904124.1] [location=join(72617637..72617749,72621003..72621059,72622159..72622302,72627973..72628139,72633934..72634001,72641923..72642028,72645363..72645469,72645565..72645699,72651170..72651274,72662936..72663018,72664979..72665045,72667883..72667973,72686422..72686512,72686584..72686624,72690725..72690867,72695325..72695376,72695456..72695505)] [gbkey=CDS]	gnl|BL_ORD_ID|31806 lcl|NC_092214.1_cds_XP_042904124.1_31807	LOC107452167	GeneID:107452167	transcription factor CP2-like protein 1 isoform X1	XP_042904124.1	join(72617637..72617749,72621003..72621059,72622159..72622302,72627973..72628139,72633934..72634001,72641923..72642028,72645363..72645469,72645565..72645699,72651170..72651274,72662936..72663018,72664979..72665045,72667883..72667973,72686422..72686512,72686584..72686624,72690725..72690867,72695325..72695376,72695456..72695505)	CDS	5.04096e-164	696	1125	[592, 1614]
N5.HOG0034954	OG0001458	gnl|BL_ORD_ID|31806 lcl|NC_092214.1_cds_XP_042904124.1_31807 [gene=LOC107452167] [db_xref=GeneID:107452167] [protein=transcription factor CP2-like protein 1 isoform X1] [protein_id=XP_042904124.1] [location=join(72617637..72617749,72621003..72621059,72622159..72622302,72627973..72628139,72633934..72634001,72641923..72642028,72645363..72645469,72645565..72645699,72651170..72651274,72662936..72663018,72664979..72665045,72667883..72667973,72686422..72686512,72686584..72686624,72690725..72690867,72695325..72695376,72695456..72695505)] [gbkey=CDS]	gnl|BL_ORD_ID|31806 lcl|NC_092214.1_cds_XP_042904124.1_31807	LOC107452167	GeneID:107452167	transcription factor CP2-like protein 1 isoform X1	XP_042904124.1	join(72617637..72617749,72621003..72621059,72622159..72622302,72627973..72628139,72633934..72634001,72641923..72642028,72645363..72645469,72645565..72645699,72651170..72651274,72662936..72663018,72664979..72665045,72667883..72667973,72686422..72686512,72686584..72686624,72690725..72690867,72695325..72695376,72695456..72695505)	CDS	0.0	1113	1887	[1, 1614]
N5.HOG0034970	OG0001459	gnl|BL_ORD_ID|4781 lcl|NC_092205.1_cds_XP_042894914.1_4782 [gene=LOC107437293] [db_xref=GeneID:107437293] [protein=ATP-binding cassette sub-family C member 4-like isoform X1] [protein_id=XP_042894914.1] [location=join(46297163..46297236,46318026..46318136,46323915..46324032,46328727..46328945,46329019..46329108,46330090..46330253,46332448..46332573,46334451..46334703,46339089..46339205,46341592..46341678,46341778..46341969,46342886..46342980,46343122..46343208,46344850..46344946,46347135..46347356,46348516..46348703,46350154..46350539,46359053..46359132,46360346..46360496,46362224..46362454,46362571..46362674,46364618..46364815,46366551..46366706,46369947..46370036,46370124..46370296,46372695..46372800,46374182..46374505)] [gbkey=CDS]	gnl|BL_ORD_ID|4781 lcl|NC_092205.1_cds_XP_042894914.1_4782	LOC107437293	GeneID:107437293	ATP-binding cassette sub-family C member 4-like isoform X1	XP_042894914.1	join(46297163..46297236,46318026..46318136,46323915..46324032,46328727..46328945,46329019..46329108,46330090..46330253,46332448..46332573,46334451..46334703,46339089..46339205,46341592..46341678,46341778..46341969,46342886..46342980,46343122..46343208,46344850..46344946,46347135..46347356,46348516..46348703,46350154..46350539,46359053..46359132,46360346..46360496,46362224..46362454,46362571..46362674,46364618..46364815,46366551..46366706,46369947..46370036,46370124..46370296,46372695..46372800,46374182..46374505)	CDS	7.7638e-66	336	420	[406, 825]
N5.HOG0034974	OG0001460	gnl|BL_ORD_ID|19484 lcl|NC_092210.1_cds_XP_015920843.1_19485 [gene=LOC107449730] [db_xref=GeneID:107449730] [protein=uncharacterized protein isoform X2] [protein_id=XP_015920843.1] [location=complement(join(17109369..17109520,17120548..17120678,17124631..17124778,17127349..17127406))] [gbkey=CDS]	gnl|BL_ORD_ID|19484 lcl|NC_092210.1_cds_XP_015920843.1_19485	LOC107449730	GeneID:107449730	uncharacterized protein isoform X2	XP_015920843.1	complement(join(17109369..17109520,17120548..17120678,17124631..17124778,17127349..17127406))	CDS	9.4872e-09	159	330	[16, 342]
N5.HOG0034980	OG0001461	gnl|BL_ORD_ID|26146 lcl|NC_092212.1_cds_XP_042910525.2_26147 [gene=LOC107454530] [db_xref=GeneID:107454530] [protein=ankyrin-3] [protein_id=XP_042910525.2] [location=join(63186544..63188336,63200854..63202729)] [gbkey=CDS]	gnl|BL_ORD_ID|26146 lcl|NC_092212.1_cds_XP_042910525.2_26147	LOC107454530	GeneID:107454530	ankyrin-3	XP_042910525.2	join(63186544..63188336,63200854..63202729)	CDS	3.12667e-15	159	486	[1783, 2262]
N5.HOG0034984	OG0001461	gnl|BL_ORD_ID|3024 lcl|NC_092204.1_cds_XP_015928988.1_3025 [gene=LOC107455793] [db_xref=GeneID:107455793] [protein=myotrophin isoform X1] [protein_id=XP_015928988.1] [location=join(107112456..107112524,107124266..107124376,107124582..107124665,107133998..107134087)] [gbkey=CDS]	gnl|BL_ORD_ID|3024 lcl|NC_092204.1_cds_XP_015928988.1_3025	LOC107455793	GeneID:107455793	myotrophin isoform X1	XP_015928988.1	join(107112456..107112524,107124266..107124376,107124582..107124665,107133998..107134087)	CDS	1.40321e-70	297	354	[1, 354]
N5.HOG0034990	OG0001462	gnl|BL_ORD_ID|26172 lcl|NC_092212.1_cds_XP_015909416.1_26173 [gene=LOC107440866] [db_xref=GeneID:107440866] [protein=E3 ubiquitin-protein ligase arih1] [protein_id=XP_015909416.1] [location=join(63662052..63662261,63662465..63662532,63668818..63668899,63671709..63671771,63672400..63672492,63673392..63673447,63674574..63674640,63677027..63677133,63678401..63678515,63679154..63679284,63680878..63681019,63681119..63681295,63683526..63683638,63686571..63686652)] [gbkey=CDS]	gnl|BL_ORD_ID|26172 lcl|NC_092212.1_cds_XP_015909416.1_26173	LOC107440866	GeneID:107440866	E3 ubiquitin-protein ligase arih1	XP_015909416.1	join(63662052..63662261,63662465..63662532,63668818..63668899,63671709..63671771,63672400..63672492,63673392..63673447,63674574..63674640,63677027..63677133,63678401..63678515,63679154..63679284,63680878..63681019,63681119..63681295,63683526..63683638,63686571..63686652)	CDS	0.0	1422	1509	[1, 1506]
N5.HOG0034993	OG0001462	gnl|BL_ORD_ID|26172 lcl|NC_092212.1_cds_XP_015909416.1_26173 [gene=LOC107440866] [db_xref=GeneID:107440866] [protein=E3 ubiquitin-protein ligase arih1] [protein_id=XP_015909416.1] [location=join(63662052..63662261,63662465..63662532,63668818..63668899,63671709..63671771,63672400..63672492,63673392..63673447,63674574..63674640,63677027..63677133,63678401..63678515,63679154..63679284,63680878..63681019,63681119..63681295,63683526..63683638,63686571..63686652)] [gbkey=CDS]	gnl|BL_ORD_ID|26172 lcl|NC_092212.1_cds_XP_015909416.1_26173	LOC107440866	GeneID:107440866	E3 ubiquitin-protein ligase arih1	XP_015909416.1	join(63662052..63662261,63662465..63662532,63668818..63668899,63671709..63671771,63672400..63672492,63673392..63673447,63674574..63674640,63677027..63677133,63678401..63678515,63679154..63679284,63680878..63681019,63681119..63681295,63683526..63683638,63686571..63686652)	CDS	0.0	936	1509	[1, 1503]
N5.HOG0035006	OG0001463	gnl|BL_ORD_ID|29177 lcl|NC_092213.1_cds_XP_042901671.1_29178 [gene=LOC107436661] [db_xref=GeneID:107436661] [protein=mitochondrial glutamate carrier 1 isoform X2] [protein_id=XP_042901671.1] [location=complement(join(61431152..61431170,61434123..61434263,61436884..61436959,61437043..61437327,61439989..61440104,61440244..61440337,61442138..61442193,61442362..61442496,61464568..61464590))] [gbkey=CDS]	gnl|BL_ORD_ID|29177 lcl|NC_092213.1_cds_XP_042901671.1_29178	LOC107436661	GeneID:107436661	mitochondrial glutamate carrier 1 isoform X2	XP_042901671.1	complement(join(61431152..61431170,61434123..61434263,61436884..61436959,61437043..61437327,61439989..61440104,61440244..61440337,61442138..61442193,61442362..61442496,61464568..61464590))	CDS	0.0	831	936	[1, 936]
N5.HOG0035008	OG0001464	gnl|BL_ORD_ID|10857 lcl|NC_092207.1_cds_XP_015906486.1_10858 [gene=LOC107438671] [db_xref=GeneID:107438671] [protein=uncharacterized protein] [protein_id=XP_015906486.1] [location=join(41773153..41773350,41797165..41797408,41805355..41805590,41807423..41807583,41810974..41811108,41817633..41817783)] [gbkey=CDS]	gnl|BL_ORD_ID|10857 lcl|NC_092207.1_cds_XP_015906486.1_10858	LOC107438671	GeneID:107438671	uncharacterized protein	XP_015906486.1	join(41773153..41773350,41797165..41797408,41805355..41805590,41807423..41807583,41810974..41811108,41817633..41817783)	CDS	3.63254e-143	633	1119	[1, 1098]
N5.HOG0035012	OG0001464	gnl|BL_ORD_ID|21788 lcl|NC_092211.1_cds_XP_071040167.1_21789 [gene=LOC122270190] [db_xref=GeneID:122270190] [protein=uncharacterized protein] [protein_id=XP_071040167.1] [location=join(6319696..6319848,6410126..6410336,6434443..6434672,6446249..6446463,6447986..6448120,6450862..6451039)] [gbkey=CDS]	gnl|BL_ORD_ID|21788 lcl|NC_092211.1_cds_XP_071040167.1_21789	LOC122270190	GeneID:122270190	uncharacterized protein	XP_071040167.1	join(6319696..6319848,6410126..6410336,6434443..6434672,6446249..6446463,6447986..6448120,6450862..6451039)	CDS	1.27636e-133	654	1128	[16, 1122]
N5.HOG0035013	OG0001465	gnl|BL_ORD_ID|14152 lcl|NC_092208.1_cds_XP_042905830.1_14153 [gene=LOC107450228] [db_xref=GeneID:107450228] [protein=dipeptidyl peptidase 1] [protein_id=XP_042905830.1] [location=complement(join(45929366..45929690,45930906..45931074,45933851..45933982,45935913..45936025,45936116..45936271,45960007..45960301,45964576..45964738))] [gbkey=CDS]	gnl|BL_ORD_ID|14152 lcl|NC_092208.1_cds_XP_042905830.1_14153	LOC107450228	GeneID:107450228	dipeptidyl peptidase 1	XP_042905830.1	complement(join(45929366..45929690,45930906..45931074,45933851..45933982,45935913..45936025,45936116..45936271,45960007..45960301,45964576..45964738))	CDS	0.0	960	1314	[58, 1353]
N5.HOG0035014	OG0001465	gnl|BL_ORD_ID|14155 lcl|NC_092208.1_cds_XP_042905828.1_14156 [gene=LOC107450247] [db_xref=GeneID:107450247] [protein=dipeptidyl peptidase 1] [protein_id=XP_042905828.1] [location=join(45970105..45970267,45972688..45972988,45975645..45975803,45977491..45977609,45979497..45979628,45980537..45980705,45982300..45982624)] [gbkey=CDS]	gnl|BL_ORD_ID|14155 lcl|NC_092208.1_cds_XP_042905828.1_14156	LOC107450247	GeneID:107450247	dipeptidyl peptidase 1	XP_042905828.1	join(45970105..45970267,45972688..45972988,45975645..45975803,45977491..45977609,45979497..45979628,45980537..45980705,45982300..45982624)	CDS	0.0	969	1323	[55, 1368]
N5.HOG0035025	OG0001466	gnl|BL_ORD_ID|12668 lcl|NC_092207.1_cds_XP_071036332.1_12669 [gene=LOC107441205] [db_xref=GeneID:107441205] [protein=putative Polycomb group protein ASXL2] [protein_id=XP_071036332.1] [location=complement(join(98513455..98515614,98517047..98518015,98519031..98519093,98520411..98520538,98521248..98521416,98525803..98525983,98527390..98527412,98529080..98529343,98529428..98529507,98529631..98529664,98532370..98532491,98534453..98534609,98536115..98536362,98538868..98538994,98539523..98539631,98543736..98543818,98548055..98548153))] [gbkey=CDS]	gnl|BL_ORD_ID|12668 lcl|NC_092207.1_cds_XP_071036332.1_12669	LOC107441205	GeneID:107441205	putative Polycomb group protein ASXL2	XP_071036332.1	complement(join(98513455..98515614,98517047..98518015,98519031..98519093,98520411..98520538,98521248..98521416,98525803..98525983,98527390..98527412,98529080..98529343,98529428..98529507,98529631..98529664,98532370..98532491,98534453..98534609,98536115..98536362,98538868..98538994,98539523..98539631,98543736..98543818,98548055..98548153))	CDS	0.0	1155	1353	[1, 1350]
N5.HOG0035027	OG0001466	gnl|BL_ORD_ID|12668 lcl|NC_092207.1_cds_XP_071036332.1_12669 [gene=LOC107441205] [db_xref=GeneID:107441205] [protein=putative Polycomb group protein ASXL2] [protein_id=XP_071036332.1] [location=complement(join(98513455..98515614,98517047..98518015,98519031..98519093,98520411..98520538,98521248..98521416,98525803..98525983,98527390..98527412,98529080..98529343,98529428..98529507,98529631..98529664,98532370..98532491,98534453..98534609,98536115..98536362,98538868..98538994,98539523..98539631,98543736..98543818,98548055..98548153))] [gbkey=CDS]	gnl|BL_ORD_ID|12668 lcl|NC_092207.1_cds_XP_071036332.1_12669	LOC107441205	GeneID:107441205	putative Polycomb group protein ASXL2	XP_071036332.1	complement(join(98513455..98515614,98517047..98518015,98519031..98519093,98520411..98520538,98521248..98521416,98525803..98525983,98527390..98527412,98529080..98529343,98529428..98529507,98529631..98529664,98532370..98532491,98534453..98534609,98536115..98536362,98538868..98538994,98539523..98539631,98543736..98543818,98548055..98548153))	CDS	0.0	1623	2055	[1, 2046]
N5.HOG0035029	OG0001467	gnl|BL_ORD_ID|20469 lcl|NC_092210.1_cds_XP_042901535.1_20470 [gene=LOC107456513] [db_xref=GeneID:107456513] [protein=U1 small nuclear ribonucleoprotein A isoform X2] [protein_id=XP_042901535.1] [location=complement(join(52502727..52502886,52506433..52506544,52508946..52509186,52512364..52512536,52518613..52518679))] [gbkey=CDS]	gnl|BL_ORD_ID|20469 lcl|NC_092210.1_cds_XP_042901535.1_20470	LOC107456513	GeneID:107456513	U1 small nuclear ribonucleoprotein A isoform X2	XP_042901535.1	complement(join(52502727..52502886,52506433..52506544,52508946..52509186,52512364..52512536,52518613..52518679))	CDS	8.08181e-106	546	756	[1, 753]
N5.HOG0035030	OG0001467	gnl|BL_ORD_ID|32744 lcl|NC_092215.1_cds_XP_015912655.1_32745 [gene=LOC107443341] [db_xref=GeneID:107443341] [protein=U1 small nuclear ribonucleoprotein A isoform X2] [protein_id=XP_015912655.1] [location=complement(join(28541987..28542146,28544820..28544916,28549076..28549325,28552061..28552233,28559568..28559634))] [gbkey=CDS]	gnl|BL_ORD_ID|32744 lcl|NC_092215.1_cds_XP_015912655.1_32745	LOC107443341	GeneID:107443341	U1 small nuclear ribonucleoprotein A isoform X2	XP_015912655.1	complement(join(28541987..28542146,28544820..28544916,28549076..28549325,28552061..28552233,28559568..28559634))	CDS	5.46365e-108	501	753	[22, 747]
N5.HOG0035032	OG0001468	gnl|BL_ORD_ID|11596 lcl|NC_092207.1_cds_XP_071036021.1_11597 [gene=LOC107439564] [db_xref=GeneID:107439564] [protein=stress-activated protein kinase JNK] [protein_id=XP_071036021.1] [location=complement(join(60859222..60859307,60860016..60860108,60862845..60862908,60864821..60864945,60865764..60865949,60866901..60866972,60868667..60868832,60870788..60870926,60873551..60873609,60875212..60875341,60877842..60877957))] [gbkey=CDS]	gnl|BL_ORD_ID|11596 lcl|NC_092207.1_cds_XP_071036021.1_11597	LOC107439564	GeneID:107439564	stress-activated protein kinase JNK	XP_071036021.1	complement(join(60859222..60859307,60860016..60860108,60862845..60862908,60864821..60864945,60865764..60865949,60866901..60866972,60868667..60868832,60870788..60870926,60873551..60873609,60875212..60875341,60877842..60877957))	CDS	0.0	1098	1239	[1, 1236]
N5.HOG0035033	OG0001468	gnl|BL_ORD_ID|11596 lcl|NC_092207.1_cds_XP_071036021.1_11597 [gene=LOC107439564] [db_xref=GeneID:107439564] [protein=stress-activated protein kinase JNK] [protein_id=XP_071036021.1] [location=complement(join(60859222..60859307,60860016..60860108,60862845..60862908,60864821..60864945,60865764..60865949,60866901..60866972,60868667..60868832,60870788..60870926,60873551..60873609,60875212..60875341,60877842..60877957))] [gbkey=CDS]	gnl|BL_ORD_ID|11596 lcl|NC_092207.1_cds_XP_071036021.1_11597	LOC107439564	GeneID:107439564	stress-activated protein kinase JNK	XP_071036021.1	complement(join(60859222..60859307,60860016..60860108,60862845..60862908,60864821..60864945,60865764..60865949,60866901..60866972,60868667..60868832,60870788..60870926,60873551..60873609,60875212..60875341,60877842..60877957))	CDS	0.0	1173	1236	[1, 1236]
N5.HOG0035035	OG0001469	gnl|BL_ORD_ID|18581 lcl|NC_092209.1_cds_XP_042907543.1_18582 [gene=LOC107453950] [db_xref=GeneID:107453950] [protein=aquaporin AQPAe.a-like isoform X2] [protein_id=XP_042907543.1] [location=complement(join(80311630..80311764,80313147..80313227,80331939..80332508))] [gbkey=CDS]	gnl|BL_ORD_ID|18581 lcl|NC_092209.1_cds_XP_042907543.1_18582	LOC107453950	GeneID:107453950	aquaporin AQPAe.a-like isoform X2	XP_042907543.1	complement(join(80311630..80311764,80313147..80313227,80331939..80332508))	CDS	4.29306e-129	630	822	[1, 786]
N5.HOG0035036	OG0001469	gnl|BL_ORD_ID|30611 lcl|NC_092214.1_cds_XP_015913513.1_30612 [gene=LOC107443984] [db_xref=GeneID:107443984] [protein=aquaporin AQPAe.a-like] [protein_id=XP_015913513.1] [location=complement(join(18597304..18597471,18598890..18598970,18614288..18614851))] [gbkey=CDS]	gnl|BL_ORD_ID|30611 lcl|NC_092214.1_cds_XP_015913513.1_30612	LOC107443984	GeneID:107443984	aquaporin AQPAe.a-like	XP_015913513.1	complement(join(18597304..18597471,18598890..18598970,18614288..18614851))	CDS	2.8135e-161	651	813	[1, 813]
N5.HOG0035048	OG0001470	gnl|BL_ORD_ID|26961 lcl|NC_092212.1_cds_XP_071041824.1_26962 [gene=LOC107449592] [db_xref=GeneID:107449592] [protein=uncharacterized protein isoform X2] [protein_id=XP_071041824.1] [location=complement(join(86938198..86938269,86940984..86941069,86942565..86942616,86948122..86948227,86948779..86948845,86950794..86950921,86963019..86963059,86965666..86965794))] [gbkey=CDS]	gnl|BL_ORD_ID|26961 lcl|NC_092212.1_cds_XP_071041824.1_26962	LOC107449592	GeneID:107449592	uncharacterized protein isoform X2	XP_071041824.1	complement(join(86938198..86938269,86940984..86941069,86942565..86942616,86948122..86948227,86948779..86948845,86950794..86950921,86963019..86963059,86965666..86965794))	CDS	2.6972e-64	273	366	[1, 366]
N5.HOG0035065	OG0001471	gnl|BL_ORD_ID|12649 lcl|NC_092207.1_cds_XP_071036322.1_12650 [gene=LOC107452001] [db_xref=GeneID:107452001] [protein=serine-rich adhesin for platelets isoform X2] [protein_id=XP_071036322.1] [location=complement(join(98085046..98085107,98090160..98090303,98093369..98093659,98097232..98099523,98106207..98107523,98113750..98116903,98119844..98120007,98125682..98125799))] [gbkey=CDS]	gnl|BL_ORD_ID|12649 lcl|NC_092207.1_cds_XP_071036322.1_12650	LOC107452001	GeneID:107452001	serine-rich adhesin for platelets isoform X2	XP_071036322.1	complement(join(98085046..98085107,98090160..98090303,98093369..98093659,98097232..98099523,98106207..98107523,98113750..98116903,98119844..98120007,98125682..98125799))	CDS	1.39402e-110	693	1065	[6517, 7542]
N5.HOG0035068	OG0001472	gnl|BL_ORD_ID|19029 lcl|NC_092210.1_cds_XP_071039078.1_19030 [gene=LOC107442323] [db_xref=GeneID:107442323] [protein=LIM domain-binding protein 3] [frame=2] [partial=5'] [exception=annotated by transcript or proteomic data] [protein_id=XP_071039078.1] [location=join(<3789..3909,5056..5166,6527..6611,11250..11697,18670..18856,21258..21378,22814..22929,24545..24625)] [gbkey=CDS]	gnl|BL_ORD_ID|19029 lcl|NC_092210.1_cds_XP_071039078.1_19030	LOC107442323	GeneID:107442323	LIM domain-binding protein 3	XP_071039078.1	join(<3789..3909,5056..5166,6527..6611,11250..11697,18670..18856,21258..21378,22814..22929,24545..24625)	CDS	1.50964e-149	585	642	[628, 1269]
N5.HOG0035074	OG0001473	gnl|BL_ORD_ID|17504 lcl|NC_092209.1_cds_XP_015903549.1_17505 [gene=LOC107436368] [db_xref=GeneID:107436368] [protein=uncharacterized protein] [protein_id=XP_015903549.1] [location=complement(join(54972954..54973502,54977126..54977821))] [gbkey=CDS]	gnl|BL_ORD_ID|17504 lcl|NC_092209.1_cds_XP_015903549.1_17505	LOC107436368	GeneID:107436368	uncharacterized protein	XP_015903549.1	complement(join(54972954..54973502,54977126..54977821))	CDS	8.0979e-12	132	489	[262, 744]
N5.HOG0035075	OG0001474	gnl|BL_ORD_ID|33491 lcl|NW_027261339.1_cds_XP_042912751.1_33492 [gene=LOC107456489] [db_xref=GeneID:107456489] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_042912751.1] [location=join(4139..4202,6424..6491,7366..7441,9886..10000,12035..12210,13913..14136)] [gbkey=CDS]	gnl|BL_ORD_ID|33491 lcl|NW_027261339.1_cds_XP_042912751.1_33492	LOC107456489	GeneID:107456489	astacin-like metalloprotease toxin 5	XP_042912751.1	join(4139..4202,6424..6491,7366..7441,9886..10000,12035..12210,13913..14136)	CDS	5.13819e-45	246	597	[115, 705]
N5.HOG0035076	OG0001474	gnl|BL_ORD_ID|16471 lcl|NC_092209.1_cds_XP_071037797.1_16472 [gene=LOC107449486] [db_xref=GeneID:107449486] [protein=astacin-like metalloprotease toxin 5] [protein_id=XP_071037797.1] [location=join(21832345..21832426,21878983..21879050,21880153..21880234,21881745..21881862,21884481..21884656,21885675..21885901)] [gbkey=CDS]	gnl|BL_ORD_ID|16471 lcl|NC_092209.1_cds_XP_071037797.1_16472	LOC107449486	GeneID:107449486	astacin-like metalloprotease toxin 5	XP_071037797.1	join(21832345..21832426,21878983..21879050,21880153..21880234,21881745..21881862,21884481..21884656,21885675..21885901)	CDS	6.97204e-33	198	426	[295, 714]
N5.HOG0035078	OG0001475	gnl|BL_ORD_ID|24763 lcl|NC_092212.1_cds_XP_042906687.1_24764 [gene=LOC107437461] [db_xref=GeneID:107437461] [protein=receptor-type tyrosine-protein phosphatase kappa] [exception=annotated by transcript or proteomic data] [protein_id=XP_042906687.1] [location=complement(join(23939739..23939804,23941799..23941934,23943022..23943209,23945084..23945212,23948320..>23948451,<23955408..23955557,23956456..23956591,23962133..23962284,23963744..23963869,23974807..23974904,23980758..23980794,23993115..23993191,23993957..23994044,24078251..24078487))] [gbkey=CDS]	gnl|BL_ORD_ID|24763 lcl|NC_092212.1_cds_XP_042906687.1_24764	LOC107437461	GeneID:107437461	receptor-type tyrosine-protein phosphatase kappa	XP_042906687.1	complement(join(23939739..23939804,23941799..23941934,23943022..23943209,23945084..23945212,23948320..>23948451,<23955408..23955557,23956456..23956591,23962133..23962284,23963744..23963869,23974807..23974904,23980758..23980794,23993115..23993191,23993957..23994044,24078251..24078487))	CDS	0.0	1542	1929	[1, 1752]
N5.HOG0035079	OG0001475	gnl|BL_ORD_ID|6088 lcl|NC_092205.1_cds_XP_042910667.1_6089 [gene=LOC107440418] [db_xref=GeneID:107440418] [protein=receptor-type tyrosine-protein phosphatase kappa isoform X2] [protein_id=XP_042910667.1] [location=join(94531986..94532222,94588823..94588910,94589490..94589566,94592401..94592437,94594929..94595026,94597287..94597412,94597510..94597661,94599495..94599630,94599785..94599934,94602198..94602297,94603533..94603609,94606423..94606554,94608730..94608858,94609325..94609512,94612612..94612747,94614540..94614605)] [gbkey=CDS]	gnl|BL_ORD_ID|6088 lcl|NC_092205.1_cds_XP_042910667.1_6089	LOC107440418	GeneID:107440418	receptor-type tyrosine-protein phosphatase kappa isoform X2	XP_042910667.1	join(94531986..94532222,94588823..94588910,94589490..94589566,94592401..94592437,94594929..94595026,94597287..94597412,94597510..94597661,94599495..94599630,94599785..94599934,94602198..94602297,94603533..94603609,94606423..94606554,94608730..94608858,94609325..94609512,94612612..94612747,94614540..94614605)	CDS	0.0	711	951	[937, 1887]
