HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0050252	jg23847.t1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0050252	GJZJ01188016.1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0050252	GJZJ01188016.1	129228180	XM_054862845	-	uncharacterized LOC129228180
N5.HOG0050330	jg12237.t2	129220128	XM_054854472	GO:0055085 [Name: transmembrane transport]; GO:0005347 [Name: ATP transmembrane transporter activity]; GO:0005509 [Name: calcium ion binding]	Short Calcium-binding Mitochondrial Carrier
N5.HOG0050331	GJZJ01097821.1	129220128	XM_054854472	GO:0055085 [Name: transmembrane transport]; GO:0005347 [Name: ATP transmembrane transporter activity]; GO:0005509 [Name: calcium ion binding]	Short Calcium-binding Mitochondrial Carrier
N5.HOG0050700	GJZJ01127212.1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050700	jg29459.t1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050702	jg29460.t1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050975	GJZJ01135490.1	129224626	XM_054859110	GO:0005515 [Name: protein binding]	uncharacterized LOC129224626
N5.HOG0051040	jg26942.t1	129222974	XM_054857548	GO:0006979 [Name: response to oxidative stress]; GO:0005634 [Name: nucleus]	oxidation resistance protein 1-like
N5.HOG0051040	GJZJ01058554.1	129222974	XM_054857548	GO:0006979 [Name: response to oxidative stress]; GO:0005634 [Name: nucleus]	oxidation resistance protein 1-like
N5.HOG0051442	GJZJ01181482.1	129220514	XM_054854941	GO:0003723 [Name: RNA binding]; GO:0005737 [Name: cytoplasm]; GO:0000398 [Name: mRNA splicing, via spliceosome]; GO:0016607 [Name: nuclear speck]	serine/arginine-rich splicing factor 10-like
N5.HOG0053328	GJZJ01251150.1	129217412	XM_054851710	GO:0004303 [Name: estradiol 17-beta-dehydrogenase activity]; GO:0005739 [Name: mitochondrion]; GO:0008210 [Name: estrogen metabolic process]; GO:0006631 [Name: fatty acid metabolic process]; GO:0008209 [Name: androgen metabolic process]	3-hydroxyacyl-CoA dehydrogenase type-2-like
N5.HOG0053785	jg32074.t1	129224041	XM_054858438	GO:0005515 [Name: protein binding]; GO:0005737 [Name: cytoplasm]; GO:0016020 [Name: membrane]; GO:0061024 [Name: membrane organization]	SH3 domain containing GRB2 like, endophilin-B
N5.HOG0053785	GJZJ01207797.1	129224041	XM_054858438	GO:0005515 [Name: protein binding]; GO:0005737 [Name: cytoplasm]; GO:0016020 [Name: membrane]; GO:0061024 [Name: membrane organization]	SH3 domain containing GRB2 like, endophilin-B
N5.HOG0053800	jg20704.t1	129223440	XM_054858053	GO:0034097 [Name: response to cytokine]; GO:0006954 [Name: inflammatory response]; GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0003677 [Name: DNA binding]; GO:0006355 [Name: regulation of transcription, DNA-templated]; GO:0038061 [Name: NIK/NF-kappaB signaling]; GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0005737 [Name: cytoplasm]; GO:0033554 [Name: cellular response to stress]; GO:0045087 [Name: innate immune response]	embryonic polarity protein dorsal-like
N5.HOG0054177	jg24771.t1	129234625	XM_054868658	GO:0006508 [Name: proteolysis]; GO:0004185 [Name: serine-type carboxypeptidase activity]	retinoid-inducible serine carboxypeptidase-like
N5.HOG0054177	GJZJ01133509.1	129234625	XM_054868658	GO:0006508 [Name: proteolysis]; GO:0004185 [Name: serine-type carboxypeptidase activity]	retinoid-inducible serine carboxypeptidase-like
N5.HOG0054227	GJZJ01270729.1	129224230	XM_054858651	GO:0035091 [Name: phosphatidylinositol binding]; GO:0008270 [Name: zinc ion binding]; GO:0003676 [Name: nucleic acid binding]	zinc finger CCHC domain-containing protein 2-like
N5.HOG0054227	jg29397.t1	129224230	XM_054858651	GO:0035091 [Name: phosphatidylinositol binding]; GO:0008270 [Name: zinc ion binding]; GO:0003676 [Name: nucleic acid binding]	zinc finger CCHC domain-containing protein 2-like
N5.HOG0054227	GJZJ01242834.1	129224230	XM_054858651	GO:0035091 [Name: phosphatidylinositol binding]; GO:0008270 [Name: zinc ion binding]; GO:0003676 [Name: nucleic acid binding]	zinc finger CCHC domain-containing protein 2-like
N5.HOG0054399	GJZJ01196449.1	129219333	XM_054853693	-	uncharacterized LOC129219333
N5.HOG0054901	GJZJ01068847.1	129227017	XM_054861648	GO:0007165 [Name: signal transduction]; GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]; GO:0018105 [Name: peptidyl-serine phosphorylation]; GO:0006897 [Name: endocytosis]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0005524 [Name: ATP binding]	casein kinase I-like
N5.HOG0054916	GJZJ01188016.1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0054916	GJZJ01188016.1	129228180	XM_054862845	-	uncharacterized LOC129228180
N5.HOG0054916	GJZJ01160756.1	129228180	XM_054862845	-	uncharacterized LOC129228180
N5.HOG0054919	jg8959.t1	129219778	XM_054854076	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0005634 [Name: nucleus]	forkhead box protein O-like
N5.HOG0054919	GJZJ01053710.1	129219778	XM_054854076	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0005634 [Name: nucleus]	forkhead box protein O-like
N5.HOG0055398	GJZJ01100421.1	129226092	XM_054860686	GO:0005515 [Name: protein binding]	N-lysine methyltransferase KMT5A-A-like
N5.HOG0055398	jg3793.t1	129226092	XM_054860685	GO:0005515 [Name: protein binding]	N-lysine methyltransferase KMT5A-A-like
N5.HOG0055479	GJZJ01266074.1	129229627	XM_054863981	GO:0000972 [Name: transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery]; GO:0006606 [Name: protein import into nucleus]; GO:0005515 [Name: protein binding]; GO:0016973 [Name: poly(A)+ mRNA export from nucleus]; GO:0017056 [Name: structural constituent of nuclear pore]; GO:0031080 [Name: nuclear pore outer ring]	nuclear pore complex protein Nup133
N5.HOG0055480	GJZJ01266074.1	129229627	XM_054863981	GO:0000972 [Name: transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery]; GO:0006606 [Name: protein import into nucleus]; GO:0005515 [Name: protein binding]; GO:0016973 [Name: poly(A)+ mRNA export from nucleus]; GO:0017056 [Name: structural constituent of nuclear pore]; GO:0031080 [Name: nuclear pore outer ring]	nuclear pore complex protein Nup133
N5.HOG0055615	GJZJ01037515.1	129224434	XM_054858891	GO:0005615 [Name: extracellular space]; GO:0005783 [Name: endoplasmic reticulum]; GO:0071542 [Name: dopaminergic neuron differentiation]; GO:0031175 [Name: neuron projection development]	mesencephalic astrocyte-derived neurotrophic factor homolog
N5.HOG0055615	jg13601.t1	129231328	XM_054865616	GO:0005783 [Name: endoplasmic reticulum]; GO:0005615 [Name: extracellular space]; GO:0031175 [Name: neuron projection development]; GO:0071542 [Name: dopaminergic neuron differentiation]	mesencephalic astrocyte-derived neurotrophic factor homolog
N5.HOG0055615	GJZJ01093043.1	129231328	XM_054865616	GO:0005783 [Name: endoplasmic reticulum]; GO:0005615 [Name: extracellular space]; GO:0031175 [Name: neuron projection development]; GO:0071542 [Name: dopaminergic neuron differentiation]	mesencephalic astrocyte-derived neurotrophic factor homolog
N5.HOG0055702	GJZJ01224446.1	129222075	XM_054856506	GO:0006368 [Name: transcription elongation from RNA polymerase II promoter]; GO:0000993 [Name: RNA polymerase II core binding]; GO:0032968 [Name: positive regulation of transcription elongation from RNA polymerase II promoter]; GO:0016593 [Name: Cdc73/Paf1 complex]	cell division cycle 73 hyrax
N5.HOG0055703	jg20809.t2	129222075	XM_054856506	GO:0006368 [Name: transcription elongation from RNA polymerase II promoter]; GO:0000993 [Name: RNA polymerase II core binding]; GO:0032968 [Name: positive regulation of transcription elongation from RNA polymerase II promoter]; GO:0016593 [Name: Cdc73/Paf1 complex]	cell division cycle 73 hyrax
N5.HOG0055785	GJZJ01056034.1	129221856	XM_054856205	GO:0005794 [Name: Golgi apparatus]; GO:0007030 [Name: Golgi organization]; GO:0005783 [Name: endoplasmic reticulum]; GO:0006886 [Name: intracellular protein transport]; GO:0006888 [Name: ER to Golgi vesicle-mediated transport]; GO:0005793 [Name: endoplasmic reticulum-Golgi intermediate compartment]; GO:0030134 [Name: ER to Golgi transport vesicle]	transmembrane emp24 domain-containing protein eca-like
N5.HOG0056631	GJZJ01221284.1	129221489	XM_054855971	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0005459 [Name: UDP-galactose transmembrane transporter activity]; GO:0000139 [Name: Golgi membrane]; GO:0005460 [Name: UDP-glucose transmembrane transporter activity]; GO:0072334 [Name: UDP-galactose transmembrane transport]	solute carrier family 35 member B1-like
N5.HOG0056864	GJZJ01040658.1	129231311	XM_054865600	-	uncharacterized LOC129231311
N5.HOG0057006	GJZJ01278704.1	129235297	XM_054869026	GO:0005737 [Name: cytoplasm]	trafficking protein particle complex subunit 11 gry
N5.HOG0057421	jg14811.t1	129231424	XM_054865737	-	ubiquitin conjugating enzyme vih
N5.HOG0057421	GJZJ01050023.1	129231424	XM_054865737	-	ubiquitin conjugating enzyme vih
N5.HOG0057974	GJZJ01108464.1	129224848	XM_054859395	GO:0007095 [Name: mitotic G2 DNA damage checkpoint]; GO:0045739 [Name: positive regulation of DNA repair]; GO:0070531 [Name: BRCA1-A complex]; GO:0006302 [Name: double-strand break repair]; GO:0070536 [Name: protein K63-linked deubiquitination]; GO:0070552 [Name: BRISC complex]; GO:0016604 [Name: nuclear body]	BRISC and BRCA1-A complex member 1-like
N5.HOG0058055	GJZJ01219500.1	129217623	XM_054851952	GO:0005515 [Name: protein binding]; GO:0006886 [Name: intracellular protein transport]	Protein interacting with APP tail-1
N5.HOG0058328	GJZJ01105574.1	129222679	XM_054857209	GO:0000177 [Name: cytoplasmic exosome (RNase complex)]; GO:0005730 [Name: nucleolus]; GO:0071028 [Name: nuclear mRNA surveillance]; GO:0016075 [Name: rRNA catabolic process]; GO:0034475 [Name: U4 snRNA 3'-end processing]; GO:0071051 [Name: polyadenylation-dependent snoRNA 3'-end processing]; GO:0000176 [Name: nuclear exosome (RNase complex)]	exosome complex component RRP41-like
N5.HOG0058334	GJZJ01162174.1	129226193	XM_054860793	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0005680 [Name: anaphase-promoting complex]; GO:0031625 [Name: ubiquitin protein ligase binding]	anaphase-promoting complex subunit 2-like
N5.HOG0058337	GJZJ01061517.1	129226069	XM_054860653	-	uncharacterized LOC129226069
N5.HOG0058337	jg4704.t1	129225994	XM_054860568	-	uncharacterized LOC129225994
N5.HOG0058337	GJZJ01191675.1	129226069	XM_054860653	-	uncharacterized LOC129226069
N5.HOG0058485	GJZJ01137526.1	129221836	XM_054856197	GO:0005515 [Name: protein binding]	tetratricopeptide repeat protein 27-like
N5.HOG0058585	GJZJ01065180.1	129223661	XM_054858078	-	C-factor-like
N5.HOG0058657	GJZJ01270210.1	129227708	XM_054862310	GO:0000422 [Name: mitophagy]; GO:0000266 [Name: mitochondrial fission]; GO:0016559 [Name: peroxisome fission]; GO:0005515 [Name: protein binding]; GO:0005741 [Name: mitochondrial outer membrane]; GO:0005778 [Name: peroxisomal membrane]; GO:0043653 [Name: mitochondrial fragmentation involved in apoptotic process]	mitochondrial fission 1 protein-like
N5.HOG0058669	jg43039.t2	129229653	XM_054864011	GO:0000309 [Name: nicotinamide-nucleotide adenylyltransferase activity]; GO:0004515 [Name: nicotinate-nucleotide adenylyltransferase activity]; GO:0009435 [Name: NAD biosynthetic process]	nicotinamide mononucleotide adenylyltransferase
N5.HOG0058669	GJZJ01237866.1	129229653	XM_054864010	GO:0000309 [Name: nicotinamide-nucleotide adenylyltransferase activity]; GO:0004515 [Name: nicotinate-nucleotide adenylyltransferase activity]; GO:0009435 [Name: NAD biosynthetic process]	nicotinamide mononucleotide adenylyltransferase
N5.HOG0058793	GJZJ01107416.1	129222677	XM_054857208	GO:0004352 [Name: glutamate dehydrogenase (NAD+) activity]; GO:0005739 [Name: mitochondrion]; GO:0006538 [Name: glutamate catabolic process]	glutamate dehydrogenase, mitochondrial
N5.HOG0058864	GJZJ01264573.1	129234315	XM_054868310	GO:0036444 [Name: mitochondrial calcium uptake]; GO:1990246 [Name: uniplex complex]; GO:0051560 [Name: mitochondrial calcium ion homeostasis]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0005262 [Name: calcium channel activity]; GO:0015292 [Name: uniporter activity]	mitochondrial calcium uniporter
N5.HOG0058985	GJZJ01011736.1	129224178	XM_054858598	-	uncharacterized LOC129224178
N5.HOG0058985	GJZJ01027783.1	129224188	XM_054858609	-	uncharacterized LOC129224188
N5.HOG0059764	GJZJ01009843.1	129220301	XM_054854699	GO:0003723 [Name: RNA binding]	nucleolar protein 8-like
N5.HOG0059833	jg29378.t1	129225305	XM_054859896	GO:0046872 [Name: metal ion binding]; GO:0005737 [Name: cytoplasm]; GO:0019509 [Name: L-methionine salvage from methylthioadenosine]; GO:0046570 [Name: methylthioribulose 1-phosphate dehydratase activity]	methylthioribulose-1-phosphate dehydratase-like
N5.HOG0059833	GJZJ01196374.1	129225305	XM_054859896	GO:0046872 [Name: metal ion binding]; GO:0005737 [Name: cytoplasm]; GO:0019509 [Name: L-methionine salvage from methylthioadenosine]; GO:0046570 [Name: methylthioribulose 1-phosphate dehydratase activity]	methylthioribulose-1-phosphate dehydratase-like
N5.HOG0060069	GJZJ01028820.1	129230642	XM_054865058	GO:0003779 [Name: actin binding]	Slowpoke binding protein
N5.HOG0060672	GJZJ01195462.1	129229301	XM_054863578	GO:0009226 [Name: nucleotide-sugar biosynthetic process]; GO:0050577 [Name: GDP-L-fucose synthase activity]	GDP-L-fucose synthase-like protein
N5.HOG0060928	GJZJ01147727.1	129222141	XM_054856595	-	uncharacterized LOC129222141
N5.HOG0061199	GJZJ01078488.1	129227869	XM_054862489	GO:0046579 [Name: positive regulation of Ras protein signal transduction]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0006468 [Name: protein phosphorylation]	serine/threonine-protein kinase 19-like
N5.HOG0061717	GJZJ01196991.1	129227531	XM_054862106	GO:0001113 [Name: transcriptional open complex formation at RNA polymerase II promoter]; GO:0005673 [Name: transcription factor TFIIE complex]; GO:0006367 [Name: transcription initiation from RNA polymerase II promoter]	transcription factor IIEalpha
N5.HOG0061901	GJZJ01110880.1	129221481	XM_054855961	GO:0016020 [Name: membrane]	uncharacterized LOC129221481
N5.HOG0061991	GJZJ01045190.1	129227364	XM_054861911	GO:0005515 [Name: protein binding]; GO:0003723 [Name: RNA binding]; GO:0006396 [Name: RNA processing]	squamous cell carcinoma antigen recognized by T-cells 3-like
N5.HOG0062191	GJZJ01136408.1	129230641	XM_054865057	GO:0030155 [Name: regulation of cell adhesion]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0016567 [Name: protein ubiquitination]	E3 ubiquitin-protein ligase Hakai-like
N5.HOG0062559	GJZJ01072780.1	129219964	XM_054854282	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	Krueppel-like factor 11
N5.HOG0062578	jg35891.t1	129216091	XM_054850241	GO:0019543 [Name: propionate catabolic process]; GO:0005829 [Name: cytosol]; GO:0004613 [Name: phosphoenolpyruvate carboxykinase (GTP) activity]; GO:0005525 [Name: GTP binding]; GO:0046327 [Name: glycerol biosynthetic process from pyruvate]; GO:0006094 [Name: gluconeogenesis]; GO:0030145 [Name: manganese ion binding]; GO:0032869 [Name: cellular response to insulin stimulus]; GO:0042594 [Name: response to starvation]; GO:0070365 [Name: hepatocyte differentiation]; GO:0071333 [Name: cellular response to glucose stimulus]; GO:0071549 [Name: cellular response to dexamethasone stimulus]	phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like
N5.HOG0062680	GJZJ01155371.1	129232593	XM_054866726	GO:0046961 [Name: proton-transporting ATPase activity, rotational mechanism]; GO:0033176 [Name: proton-transporting V-type ATPase complex]	V-type proton ATPase subunit D-like
N5.HOG0062867	jg40551.t1	129230162	XM_054864564	GO:0051793 [Name: medium-chain fatty acid catabolic process]; GO:0050660 [Name: flavin adenine dinucleotide binding]; GO:0006635 [Name: fatty acid beta-oxidation]; GO:0005739 [Name: mitochondrion]; GO:0070991 [Name: medium-chain-acyl-CoA dehydrogenase activity]	Medium-chain acyl-CoA dehydrogenase
N5.HOG0062867	GJZJ01017094.1	129230162	XM_054864564	GO:0051793 [Name: medium-chain fatty acid catabolic process]; GO:0050660 [Name: flavin adenine dinucleotide binding]; GO:0006635 [Name: fatty acid beta-oxidation]; GO:0005739 [Name: mitochondrion]; GO:0070991 [Name: medium-chain-acyl-CoA dehydrogenase activity]	Medium-chain acyl-CoA dehydrogenase
N5.HOG0062941	GJZJ01261803.1	129226039	XM_054860615	GO:0006814 [Name: sodium ion transport]	COMM domain-containing protein 3-like
N5.HOG0062953	jg44858.t4	129232431	XM_054866576	GO:0005634 [Name: nucleus]; GO:0000151 [Name: ubiquitin ligase complex]; GO:0000209 [Name: protein polyubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0034450 [Name: ubiquitin-ubiquitin ligase activity]	Ubiquitination factor E4A
N5.HOG0062953	jg44858.t1	129232431	XM_054866576	GO:0005634 [Name: nucleus]; GO:0000151 [Name: ubiquitin ligase complex]; GO:0000209 [Name: protein polyubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0034450 [Name: ubiquitin-ubiquitin ligase activity]	Ubiquitination factor E4A
N5.HOG0062953	jg44858.t2	129232431	XM_054866576	GO:0005634 [Name: nucleus]; GO:0000151 [Name: ubiquitin ligase complex]; GO:0000209 [Name: protein polyubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0034450 [Name: ubiquitin-ubiquitin ligase activity]	Ubiquitination factor E4A
N5.HOG0062953	GJZJ01087244.1	129232431	XM_054866576	GO:0005634 [Name: nucleus]; GO:0000151 [Name: ubiquitin ligase complex]; GO:0000209 [Name: protein polyubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0034450 [Name: ubiquitin-ubiquitin ligase activity]	Ubiquitination factor E4A
N5.HOG0062953	GJZJ01193682.1	129232431	XM_054866576	GO:0005634 [Name: nucleus]; GO:0000151 [Name: ubiquitin ligase complex]; GO:0000209 [Name: protein polyubiquitination]; GO:0005737 [Name: cytoplasm]; GO:0034450 [Name: ubiquitin-ubiquitin ligase activity]	Ubiquitination factor E4A
N5.HOG0063017	GJZJ01204941.1	129217227	XM_054851501	GO:0005634 [Name: nucleus]	microtubule-associated protein Jupiter-like
N5.HOG0063077	GJZJ01268352.1	129219268	XM_054853599	GO:0043025 [Name: neuronal cell body]; GO:0045727 [Name: positive regulation of translation]; GO:0043197 [Name: dendritic spine]; GO:0048814 [Name: regulation of dendrite morphogenesis]; GO:0016020 [Name: membrane]; GO:0071598 [Name: neuronal ribonucleoprotein granule]; GO:0003730 [Name: mRNA 3'-UTR binding]; GO:0030424 [Name: axon]; GO:0042803 [Name: protein homodimerization activity]; GO:0043488 [Name: regulation of mRNA stability]; GO:0060998 [Name: regulation of dendritic spine development]; GO:0099578 [Name: regulation of translation at postsynapse, modulating synaptic transmission]; GO:0008089 [Name: anterograde axonal transport]; GO:0014069 [Name: postsynaptic density]; GO:0045182 [Name: translation regulator activity]; GO:0005634 [Name: nucleus]; GO:0007417 [Name: central nervous system development]; GO:0017148 [Name: negative regulation of translation]; GO:1905244 [Name: regulation of modification of synaptic structure]	fragile X messenger ribonucleoprotein 1 homolog
N5.HOG0063079	GJZJ01141249.1	129224151	XM_054858567	GO:0030674 [Name: protein binding, bridging]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0005634 [Name: nucleus]; GO:0005515 [Name: protein binding]	WD40 domain-containing protein denticleless
N5.HOG0063198	GJZJ01088868.1	129221440	XM_054855924	GO:0006749 [Name: glutathione metabolic process]; GO:0004364 [Name: glutathione transferase activity]; GO:0005737 [Name: cytoplasm]	glutathione S-transferase theta-1-like
N5.HOG0063315	GJZJ01237879.1	129221163	XM_054855612	GO:0006623 [Name: protein targeting to vacuole]; GO:0016192 [Name: vesicle-mediated transport]	vacuolar fusion protein MON1 homolog A-like
N5.HOG0063318	GJZJ01085756.1	129222469	XM_054856983	GO:0016702 [Name: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen]; GO:0005739 [Name: mitochondrion]	2-aminoethanethiol dioxygenase-like
N5.HOG0063363	GJZJ01005773.1	129225847	XM_054860369	GO:0045893 [Name: positive regulation of transcription, DNA-templated]; GO:0003712 [Name: transcription cofactor activity]; GO:0016592 [Name: mediator complex]	Mediator complex subunit 30
N5.HOG0063533	jg3896.t1	129225898	XM_054860429	GO:0005634 [Name: nucleus]; GO:0004482 [Name: mRNA (guanine-N7-)-methyltransferase activity]; GO:0006370 [Name: 7-methylguanosine mRNA capping]	RNA guanine-7 methyltransferase
N5.HOG0063533	GJZJ01233007.1	129225898	XM_054860430	GO:0005634 [Name: nucleus]; GO:0004482 [Name: mRNA (guanine-N7-)-methyltransferase activity]; GO:0006370 [Name: 7-methylguanosine mRNA capping]	RNA guanine-7 methyltransferase
N5.HOG0063561	GJZJ01063329.1	129235276	XM_054868994	GO:0003676 [Name: nucleic acid binding]; GO:0003724 [Name: RNA helicase activity]; GO:0005524 [Name: ATP binding]; GO:0005730 [Name: nucleolus]	putative ATP-dependent RNA helicase DDX56
N5.HOG0063655	GJZJ01273689.1	129219823	XM_054854128	GO:0016491 [Name: oxidoreductase activity]	synaptic vesicle membrane protein VAT-1 homolog-like
N5.HOG0063743	GJZJ01030736.1	129221142	XM_054855587	GO:0003677 [Name: DNA binding]; GO:0005634 [Name: nucleus]; GO:0005663 [Name: DNA replication factor C complex]; GO:0006261 [Name: DNA-dependent DNA replication]; GO:0005524 [Name: ATP binding]; GO:0016887 [Name: ATPase activity]; GO:0006281 [Name: DNA repair]; GO:0003689 [Name: DNA clamp loader activity]	replication factor C subunit RfC3
N5.HOG0063749	GJZJ01274002.1	129230607	XM_054865022	-	TM2 domain-containing protein 2 amaretto
N5.HOG0063867	GJZJ01168305.1	129222882	XM_054857447	-	uncharacterized LOC129222882
N5.HOG0063902	GJZJ01085063.1	129231421	XM_054865733	GO:0007213 [Name: G-protein coupled acetylcholine receptor signaling pathway]; GO:0030154 [Name: cell differentiation]; GO:0007275 [Name: multicellular organism development]; GO:0043236 [Name: laminin binding]; GO:0043113 [Name: receptor clustering]	agrin-like
N5.HOG0063944	GJZJ01242539.1	129223936	XM_054858317	GO:0046872 [Name: metal ion binding]; GO:0036002 [Name: pre-mRNA binding]; GO:0071007 [Name: U2-type catalytic step 2 spliceosome]; GO:0000974 [Name: Prp19 complex]; GO:0071006 [Name: U2-type catalytic step 1 spliceosome]; GO:0017070 [Name: U6 snRNA binding]	pre-mRNA-splicing factor RBM22-like
N5.HOG0064147	GJZJ01138388.1	129221550	XM_054856043	GO:0005975 [Name: carbohydrate metabolic process]; GO:0046168 [Name: glycerol-3-phosphate catabolic process]; GO:0005829 [Name: cytosol]; GO:0006116 [Name: NADH oxidation]; GO:0009331 [Name: glycerol-3-phosphate dehydrogenase complex]; GO:0042803 [Name: protein homodimerization activity]; GO:0047952 [Name: glycerol-3-phosphate dehydrogenase [NAD(P)+] activity]; GO:0051287 [Name: NAD binding]	Glycerol-3-phosphate dehydrogenase 1
N5.HOG0064150	jg7582.t1	129228569	XM_054863251	-	growth hormone-regulated TBC protein 1-like
N5.HOG0064151	GJZJ01213928.1	129228569	XM_054863251	-	growth hormone-regulated TBC protein 1-like
N5.HOG0064480	GJZJ01178829.1	129221616	XM_054856137	GO:0008021 [Name: synaptic vesicle]; GO:0005768 [Name: endosome]; GO:0006904 [Name: vesicle docking involved in exocytosis]; GO:0072659 [Name: protein localization to plasma membrane]; GO:0017157 [Name: regulation of exocytosis]; GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0005886 [Name: plasma membrane]; GO:0009306 [Name: protein secretion]	RAS oncogene family member Rab8
N5.HOG0064627	jg25001.t1	129234660	XM_054868699	GO:0018230 [Name: peptidyl-L-cysteine S-palmitoylation]; GO:0005783 [Name: endoplasmic reticulum]; GO:0019706 [Name: protein-cysteine S-palmitoyltransferase activity]; GO:0006612 [Name: protein targeting to membrane]; GO:0005794 [Name: Golgi apparatus]	DNZDHHC/NEW1 zinc finger protein 11
N5.HOG0064628	GJZJ01204299.1	129234660	XM_054868699	GO:0018230 [Name: peptidyl-L-cysteine S-palmitoylation]; GO:0005783 [Name: endoplasmic reticulum]; GO:0019706 [Name: protein-cysteine S-palmitoyltransferase activity]; GO:0006612 [Name: protein targeting to membrane]; GO:0005794 [Name: Golgi apparatus]	DNZDHHC/NEW1 zinc finger protein 11
