HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0035166	jg6687.t1	129228157	XM_054862809	GO:0005634 [Name: nucleus]; GO:0008270 [Name: zinc ion binding]; GO:0009452 [Name: 7-methylguanosine RNA capping]; GO:0071164 [Name: RNA trimethylguanosine synthase activity]; GO:0036261 [Name: 7-methylguanosine cap hypermethylation]	trimethylguanosine synthase-like
N5.HOG0035167	jg34152.t1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035167	jg34155.t1	129217079	XM_054851328	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035169	GJZJ01112221.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035170	GJZJ01170629.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035187	GJZJ01263869.1	129234268	XM_054868263	GO:0005515 [Name: protein binding]; GO:0038202 [Name: TORC1 signaling]; GO:0030674 [Name: protein binding, bridging]; GO:0009267 [Name: cellular response to starvation]; GO:0071902 [Name: positive regulation of protein serine/threonine kinase activity]; GO:0030307 [Name: positive regulation of cell growth]; GO:0031931 [Name: TORC1 complex]; GO:0005737 [Name: cytoplasm]; GO:0010506 [Name: regulation of autophagy]; GO:0071230 [Name: cellular response to amino acid stimulus]	regulatory associated protein of MTOR complex 1
N5.HOG0035667	GJZJ01031908.1	129227356	XM_054861903	GO:0005737 [Name: cytoplasm]; GO:0005509 [Name: calcium ion binding]; GO:0016460 [Name: myosin II complex]; GO:0032036 [Name: myosin heavy chain binding]; GO:0009791 [Name: post-embryonic development]; GO:0040011 [Name: locomotion]	myosin regulatory light chain sqh-like
N5.HOG0035667	jg7496.t1	129227356	XM_054861903	GO:0005737 [Name: cytoplasm]; GO:0005509 [Name: calcium ion binding]; GO:0016460 [Name: myosin II complex]; GO:0032036 [Name: myosin heavy chain binding]; GO:0009791 [Name: post-embryonic development]; GO:0040011 [Name: locomotion]	myosin regulatory light chain sqh-like
N5.HOG0035715	GJZJ01087409.1	129221201	XM_054855653	GO:0001522 [Name: pseudouridine synthesis]; GO:0003723 [Name: RNA binding]; GO:0009982 [Name: pseudouridine synthase activity]	pseudouridylate synthase RPUSD2-like
N5.HOG0035747	GJZJ01021074.1	129227580	XM_054862164	GO:0003729 [Name: mRNA binding]; GO:0006397 [Name: mRNA processing]; GO:0043484 [Name: regulation of RNA splicing]; GO:0005634 [Name: nucleus]	heterogeneous nuclear ribonucleoprotein L
N5.HOG0035751	jg6269.t1	129227580	XM_054862164	GO:0003729 [Name: mRNA binding]; GO:0006397 [Name: mRNA processing]; GO:0043484 [Name: regulation of RNA splicing]; GO:0005634 [Name: nucleus]	heterogeneous nuclear ribonucleoprotein L
N5.HOG0036245	GJZJ01270324.1	129233781	XM_054867757	GO:0003723 [Name: RNA binding]	nucleolin-like
N5.HOG0036254	GJZJ01054274.1	129223783	XM_054858144	GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]; GO:0005515 [Name: protein binding]; GO:0022627 [Name: cytosolic small ribosomal subunit]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036254	GJZJ01264036.1	129234264	XM_054868258	GO:0022627 [Name: cytosolic small ribosomal subunit]; GO:0005515 [Name: protein binding]; GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036564	jg22145.t1	129223115	XM_054857682	GO:0006384 [Name: transcription initiation from RNA polymerase III promoter]; GO:0003677 [Name: DNA binding]; GO:0042791 [Name: 5S class rRNA transcription from RNA polymerase III type 1 promoter]; GO:0000127 [Name: transcription factor TFIIIC complex]	general transcription factor 3C polypeptide 1-like
N5.HOG0036996	GJZJ01108634.1	129223423	XM_054858025	GO:0006302 [Name: double-strand break repair]; GO:0070531 [Name: BRCA1-A complex]; GO:0070552 [Name: BRISC complex]	BRISC and BRCA1-A complex member 2-like
N5.HOG0037350	GJZJ01065623.1	129225276	XM_054859862	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0015031 [Name: protein transport]	dual oxidase maturation factor 2-like
N5.HOG0037691	jg18706.t1	129219015	XM_054853335	GO:0003333 [Name: amino acid transmembrane transport]; GO:0016020 [Name: membrane]; GO:0015179 [Name: L-amino acid transmembrane transporter activity]	large neutral amino acids transporter small subunit 2-like
N5.HOG0037859	jg37471.t1	129216840	XM_054851057	-	protein FAM43A-like
N5.HOG0038256	GJZJ01063496.1	129233781	XM_054867757	GO:0003723 [Name: RNA binding]	nucleolin-like
N5.HOG0038508	GJZJ01261902.1	129227050	XM_054861689	GO:0003743 [Name: translation initiation factor activity]; GO:0005737 [Name: cytoplasm]; GO:0003723 [Name: RNA binding]; GO:0006413 [Name: translational initiation]	eukaryotic translation initiation factor 1A, Y-chromosomal-like
N5.HOG0038686	GJZJ01240987.1	129229507	XM_054863825	-	uncharacterized transmembrane protein DDB_G0289901-like
N5.HOG0038692	GJZJ01133918.1	129226096	XM_054860689	GO:0004588 [Name: orotate phosphoribosyltransferase activity]; GO:0004590 [Name: orotidine-5'-phosphate decarboxylase activity]; GO:0044205 [Name: 'de novo' UMP biosynthetic process]; GO:0006207 [Name: 'de novo' pyrimidine nucleobase biosynthetic process]	rudimentary-like
N5.HOG0039533	GJZJ01195801.1	129229265	XM_054863536	GO:1990542 [Name: mitochondrial transmembrane transport]; GO:1990845 [Name: adaptive thermogenesis]; GO:0031966 [Name: mitochondrial membrane]; GO:0006839 [Name: mitochondrial transport]; GO:0009409 [Name: response to cold]; GO:0017077 [Name: oxidative phosphorylation uncoupler activity]	dicarboxylate carrier SLC25A8-like
N5.HOG0039595	GJZJ01087200.1	129225573	XM_054860021	GO:0016192 [Name: vesicle-mediated transport]; GO:0005525 [Name: GTP binding]; GO:0003924 [Name: GTPase activity]; GO:0005737 [Name: cytoplasm]; GO:0006886 [Name: intracellular protein transport]	ADP-ribosylation factor 6
N5.HOG0039600	GJZJ01225797.1	129216097	XM_054850250	GO:0005634 [Name: nucleus]; GO:0003729 [Name: mRNA binding]; GO:0000381 [Name: regulation of alternative mRNA splicing, via spliceosome]	KH domain-containing, RNA-binding, signal transduction-associated protein 1-like
N5.HOG0039615	GJZJ01126997.1	129216097	XM_054850249	GO:0005634 [Name: nucleus]; GO:0003729 [Name: mRNA binding]; GO:0000381 [Name: regulation of alternative mRNA splicing, via spliceosome]	KH domain-containing, RNA-binding, signal transduction-associated protein 1-like
N5.HOG0039769	GJZJ01141998.1	129220814	XM_054855245	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0005615 [Name: extracellular space]; GO:0006508 [Name: proteolysis]	uncharacterized LOC129220814
N5.HOG0039769	jg11493.t1	129220814	XM_054855245	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0005615 [Name: extracellular space]; GO:0006508 [Name: proteolysis]	uncharacterized LOC129220814
N5.HOG0039769	GJZJ01242601.1	129220814	XM_054855245	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0005615 [Name: extracellular space]; GO:0006508 [Name: proteolysis]	uncharacterized LOC129220814
N5.HOG0039803	GJZJ01233186.1	129233945	XM_054867863	GO:0048188 [Name: Set1C/COMPASS complex]	protein dpy-30 homolog
N5.HOG0040215	GJZJ01000210.1	129227720	XM_054862323	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0005634 [Name: nucleus]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]	gastrula zinc finger protein XlCGF7.1-like
N5.HOG0040634	GJZJ01232898.1	129229524	XM_054863843	GO:0005737 [Name: cytoplasm]; GO:0006996 [Name: organelle organization]	BLOC-2 complex member HPS3-like
N5.HOG0040634	GJZJ01232898.1	129233412	XM_054867442	GO:0005737 [Name: cytoplasm]; GO:0006996 [Name: organelle organization]	BLOC-2 complex member HPS3-like
N5.HOG0040638	GJZJ01232898.1	129229524	XM_054863843	GO:0005737 [Name: cytoplasm]; GO:0006996 [Name: organelle organization]	BLOC-2 complex member HPS3-like
N5.HOG0040638	GJZJ01232898.1	129233412	XM_054867442	GO:0005737 [Name: cytoplasm]; GO:0006996 [Name: organelle organization]	BLOC-2 complex member HPS3-like
N5.HOG0040638	jg29025.t1	129233412	XM_054867442	GO:0005737 [Name: cytoplasm]; GO:0006996 [Name: organelle organization]	BLOC-2 complex member HPS3-like
N5.HOG0040749	jg26206.t1	129221427	XM_054855914	GO:0007340 [Name: acrosome reaction]; GO:0005515 [Name: protein binding]; GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	serine protease nudel-like
N5.HOG0040749	GJZJ01052240.1	129221427	XM_054855914	GO:0007340 [Name: acrosome reaction]; GO:0005515 [Name: protein binding]; GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	serine protease nudel-like
N5.HOG0041065	GJZJ01225428.1	129224036	XM_054858434	GO:0008113 [Name: peptide-methionine (S)-S-oxide reductase activity]	peptide methionine sulfoxide reductase-like
N5.HOG0041239	GJZJ01269671.1	129222102	XM_054856542	GO:0008061 [Name: chitin binding]; GO:0005576 [Name: extracellular region]	protein obstructor-E-like
N5.HOG0041350	GJZJ01079177.1	129217689	XM_054852022	GO:0009306 [Name: protein secretion]; GO:0072659 [Name: protein localization to plasma membrane]; GO:0005886 [Name: plasma membrane]; GO:0003924 [Name: GTPase activity]; GO:0005768 [Name: endosome]; GO:0008021 [Name: synaptic vesicle]; GO:0005525 [Name: GTP binding]; GO:0017157 [Name: regulation of exocytosis]; GO:0006904 [Name: vesicle docking involved in exocytosis]	RAS oncogene family member Rab3
N5.HOG0041385	GJZJ01058481.1	129233811	XM_054867786	-	FHF complex subunit HOOK interacting protein 1B-like
N5.HOG0041387	jg1266.t1	129233811	XM_054867786	-	FHF complex subunit HOOK interacting protein 1B-like
N5.HOG0041395	GJZJ01068547.1	129233811	XM_054867786	-	FHF complex subunit HOOK interacting protein 1B-like
N5.HOG0041537	GJZJ01097023.1	129219724	XM_054854012	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	specificity protein transcription factor 3-like
N5.HOG0041538	GJZJ01077748.1	129219724	XM_054854012	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	specificity protein transcription factor 3-like
N5.HOG0041902	GJZJ01091694.1	129221955	XM_054856351	GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0035102 [Name: PRC1 complex]	polycomb group RING finger protein 3-like
N5.HOG0041972	GJZJ01009654.1	129218389	XM_054852635	GO:0005515 [Name: protein binding]	IDLSRF-like peptide
N5.HOG0042082	GJZJ01133756.1	129234460	XM_054868462	GO:0045892 [Name: negative regulation of transcription, DNA-templated]; GO:0003714 [Name: transcription corepressor activity]; GO:0008134 [Name: transcription factor binding]; GO:0005634 [Name: nucleus]	histone deacetylase complex subunit SAP18-like
N5.HOG0042198	GJZJ01190422.1	129222661	XM_054857191	GO:0044613 [Name: nuclear pore central transport channel]; GO:0006606 [Name: protein import into nucleus]	probable nuclear transport factor 2
N5.HOG0042494	GJZJ01066207.1	129216024	XM_054850168	-	protein disabled-like
N5.HOG0042691	GJZJ01242469.1	129218509	XM_054852797	GO:0005634 [Name: nucleus]	uncharacterized LOC129218509
N5.HOG0042953	GJZJ01216023.1	129218522	XM_054852811	GO:0007064 [Name: mitotic sister chromatid cohesion]; GO:0031390 [Name: Ctf18 RFC-like complex]	chromosome transmission fidelity protein 8 homolog
N5.HOG0042953	GJZJ01216023.1	129218521	XM_054852810	GO:0003712 [Name: transcription cofactor activity]; GO:0005634 [Name: nucleus]; GO:0070063 [Name: RNA polymerase binding]	transcription elongation regulator 1-like
N5.HOG0043104	jg11505.t1	129220816	XM_054855247	GO:0007165 [Name: signal transduction]	rac GTPase-activating protein 1-like
N5.HOG0043106	GJZJ01083817.1	129222528	XM_054857040	GO:0007165 [Name: signal transduction]	rac GTPase-activating protein 1-like
N5.HOG0043106	GJZJ01242070.1	129220816	XM_054855247	GO:0007165 [Name: signal transduction]	rac GTPase-activating protein 1-like
N5.HOG0043267	jg2631.t1	129225586	XM_054860041	GO:0005515 [Name: protein binding]	inhibitor of Bruton tyrosine kinase-like
N5.HOG0043267	GJZJ01167246.1	129225586	XM_054860041	GO:0005515 [Name: protein binding]	inhibitor of Bruton tyrosine kinase-like
N5.HOG0043267	GJZJ01167246.1	129225586	XM_054860040	GO:0005515 [Name: protein binding]	inhibitor of Bruton tyrosine kinase-like
N5.HOG0043268	GJZJ01167246.1	129225586	XM_054860041	GO:0005515 [Name: protein binding]	inhibitor of Bruton tyrosine kinase-like
N5.HOG0043268	GJZJ01167246.1	129225586	XM_054860040	GO:0005515 [Name: protein binding]	inhibitor of Bruton tyrosine kinase-like
N5.HOG0043431	jg43926.t1	129229404	XM_054863703	GO:0035965 [Name: cardiolipin acyl-chain remodeling]; GO:0047184 [Name: 1-acylglycerophosphocholine O-acyltransferase activity]; GO:0007007 [Name: inner mitochondrial membrane organization]; GO:0031966 [Name: mitochondrial membrane]	tafazzin, phospholipid-lysophospholipid transacylase
N5.HOG0043431	GJZJ01083469.1	129229404	XM_054863703	GO:0035965 [Name: cardiolipin acyl-chain remodeling]; GO:0047184 [Name: 1-acylglycerophosphocholine O-acyltransferase activity]; GO:0007007 [Name: inner mitochondrial membrane organization]; GO:0031966 [Name: mitochondrial membrane]	tafazzin, phospholipid-lysophospholipid transacylase
N5.HOG0043967	jg12549.t1	129220260	XM_054854642	-	motile sperm domain-containing protein 2-like
N5.HOG0044104	GJZJ01260717.1	129234686	XM_054868730	GO:0016591 [Name: DNA-directed RNA polymerase II, holoenzyme]; GO:0031124 [Name: mRNA 3'-end processing]; GO:0000993 [Name: RNA polymerase II core binding]	regulation of nuclear pre-mRNA domain-containing protein 2-like
N5.HOG0044303	GJZJ01075880.1	129216206	XM_054850392	-	biorientation of chromosomes in cell division protein 1-like 1
N5.HOG0044355	jg28763.t1	129234249	XM_054868229	GO:0004135 [Name: amylo-alpha-1,6-glucosidase activity]; GO:0005980 [Name: glycogen catabolic process]; GO:0004134 [Name: 4-alpha-glucanotransferase activity]; GO:0005978 [Name: glycogen biosynthetic process]	glycogen debranching enzyme-like
N5.HOG0044356	GJZJ01242335.1	129234249	XM_054868229	GO:0004135 [Name: amylo-alpha-1,6-glucosidase activity]; GO:0005980 [Name: glycogen catabolic process]; GO:0004134 [Name: 4-alpha-glucanotransferase activity]; GO:0005978 [Name: glycogen biosynthetic process]	glycogen debranching enzyme-like
N5.HOG0044357	GJZJ01257626.1	129234249	XM_054868229	GO:0004135 [Name: amylo-alpha-1,6-glucosidase activity]; GO:0005980 [Name: glycogen catabolic process]; GO:0004134 [Name: 4-alpha-glucanotransferase activity]; GO:0005978 [Name: glycogen biosynthetic process]	glycogen debranching enzyme-like
N5.HOG0044422	GJZJ01050795.1	129223959	XM_054858343	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0000209 [Name: protein polyubiquitination]; GO:0061631 [Name: ubiquitin conjugating enzyme activity]	ubiquitin-conjugating enzyme E2 R2-like
N5.HOG0044684	GJZJ01219558.1	129220553	XM_054854984	GO:0005813 [Name: centrosome]; GO:0005515 [Name: protein binding]; GO:0060287 [Name: epithelial cilium movement involved in determination of left/right asymmetry]; GO:0036064 [Name: ciliary basal body]	centriole and centriolar satellite protein OFD1-like
N5.HOG0044684	jg9846.t1	129220553	XM_054854984	GO:0005813 [Name: centrosome]; GO:0005515 [Name: protein binding]; GO:0060287 [Name: epithelial cilium movement involved in determination of left/right asymmetry]; GO:0036064 [Name: ciliary basal body]	centriole and centriolar satellite protein OFD1-like
N5.HOG0045122	jg37308.t1	129216811	XM_054851027	GO:0003677 [Name: DNA binding]; GO:0042393 [Name: histone binding]; GO:0005634 [Name: nucleus]; GO:0006325 [Name: chromatin organization]; GO:2000779 [Name: regulation of double-strand break repair]	protein DEK-like
N5.HOG0045331	jg17948.t1	129218200	XM_054852416	GO:0005886 [Name: plasma membrane]; GO:0045022 [Name: early endosome to late endosome transport]; GO:0005769 [Name: early endosome]; GO:0097422 [Name: tubular endosome]; GO:0005085 [Name: guanyl-nucleotide exchange factor activity]; GO:0005770 [Name: late endosome]; GO:0030133 [Name: transport vesicle]; GO:0000149 [Name: SNARE binding]	putative uncharacterized protein DDB_G0284213
N5.HOG0045486	GJZJ01147206.1	129229768	XM_054864141	GO:0005634 [Name: nucleus]; GO:0006325 [Name: chromatin organization]; GO:0006355 [Name: regulation of transcription, DNA-templated]; GO:0043565 [Name: sequence-specific DNA binding]; GO:0008270 [Name: zinc ion binding]	GATA zinc finger domain-containing protein 1-like
N5.HOG0045686	jg34568.t1	129235269	XM_054868981	GO:0016887 [Name: ATPase activity]; GO:0005524 [Name: ATP binding]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	ATP-binding cassette sub-family C member 5-like
N5.HOG0045691	GJZJ01250199.1	129235269	XM_054868981	GO:0016887 [Name: ATPase activity]; GO:0005524 [Name: ATP binding]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	ATP-binding cassette sub-family C member 5-like
N5.HOG0045694	GJZJ01127829.1	129235269	XM_054868981	GO:0016887 [Name: ATPase activity]; GO:0005524 [Name: ATP binding]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	ATP-binding cassette sub-family C member 5-like
N5.HOG0045943	jg30841.t1	129224847	XM_054859394	-	uncharacterized LOC129224847
N5.HOG0045943	GJZJ01149045.1	129224847	XM_054859394	-	uncharacterized LOC129224847
N5.HOG0046306	GJZJ01046221.1	129222760	XM_054857291	GO:0007156 [Name: homophilic cell adhesion via plasma membrane adhesion molecules]; GO:0098632 [Name: protein binding involved in cell-cell adhesion]; GO:0005886 [Name: plasma membrane]; GO:0030424 [Name: axon]; GO:0007411 [Name: axon guidance]; GO:0070593 [Name: dendrite self-avoidance]	zwei Ig domain protein zig-4-like
N5.HOG0046571	GJZJ01199557.1	129230982	XM_054865224	GO:0000209 [Name: protein polyubiquitination]; GO:0008592 [Name: regulation of Toll signaling pathway]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005515 [Name: protein binding]	E3 ubiquitin-protein ligase pellino
N5.HOG0046571	jg14268.t1	129230982	XM_054865224	GO:0000209 [Name: protein polyubiquitination]; GO:0008592 [Name: regulation of Toll signaling pathway]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005515 [Name: protein binding]	E3 ubiquitin-protein ligase pellino
N5.HOG0046967	GJZJ01180682.1	129233063	XM_054867143	GO:0005737 [Name: cytoplasm]	maestro heat-like repeat-containing protein family member 1
N5.HOG0047146	GJZJ01198121.1	129221449	XM_054855933	GO:0006629 [Name: lipid metabolic process]; GO:0005515 [Name: protein binding]; GO:0004806 [Name: triglyceride lipase activity]	inactive pancreatic lipase-related protein 1-like
N5.HOG0047199	jg17671.t1	129218471	XM_054852750	-	uncharacterized LOC129218471
N5.HOG0047199	GJZJ01235602.1	129218471	XM_054852750	-	uncharacterized LOC129218471
N5.HOG0047590	GJZJ01047913.1	129228553	XM_054863236	GO:0006355 [Name: regulation of transcription, DNA-templated]; GO:0003676 [Name: nucleic acid binding]; GO:0031213 [Name: RSF complex]	histone-lysine N-methyltransferase SETD1B-like
N5.HOG0048186	GJZJ01159594.1	129218892	XM_054853213	GO:0001678 [Name: cellular glucose homeostasis]; GO:0005739 [Name: mitochondrion]; GO:0006096 [Name: glycolytic process]; GO:0051156 [Name: glucose 6-phosphate metabolic process]; GO:0019158 [Name: mannokinase activity]; GO:0005829 [Name: cytosol]; GO:0008865 [Name: fructokinase activity]; GO:0004340 [Name: glucokinase activity]; GO:0005524 [Name: ATP binding]; GO:0005536 [Name: glucose binding]	hexokinase-1-like
N5.HOG0048201	GJZJ01093835.1	129223337	XM_054857904	GO:0055085 [Name: transmembrane transport]; GO:0016020 [Name: membrane]; GO:0022857 [Name: transmembrane transporter activity]	choline transporter-like protein 2
N5.HOG0048201	jg23488.t1	129223337	XM_054857904	GO:0055085 [Name: transmembrane transport]; GO:0016020 [Name: membrane]; GO:0022857 [Name: transmembrane transporter activity]	choline transporter-like protein 2
N5.HOG0048321	GJZJ01187590.1	129225707	XM_054860190	-	trans-Golgi network integral membrane protein 2-like
N5.HOG0048466	GJZJ01058447.1	129228232	XM_054862897	GO:0006508 [Name: proteolysis]; GO:0070006 [Name: metalloaminopeptidase activity]; GO:0030145 [Name: manganese ion binding]; GO:0005737 [Name: cytoplasm]	cytosol aminopeptidase-like
N5.HOG0048726	GJZJ01179926.1	129221296	XM_054855754	GO:0000493 [Name: box H/ACA snoRNP assembly]; GO:0042254 [Name: ribosome biogenesis]; GO:0001522 [Name: pseudouridine synthesis]; GO:0003723 [Name: RNA binding]; GO:0005732 [Name: small nucleolar ribonucleoprotein complex]	H/ACA ribonucleoprotein complex non-core subunit NAF1-like
N5.HOG0048897	GJZJ01102031.1	129217740	XM_054852079	GO:0008277 [Name: regulation of G-protein coupled receptor protein signaling pathway]; GO:0035556 [Name: intracellular signal transduction]; GO:0007186 [Name: G-protein coupled receptor signaling pathway]	regulator of G-protein signaling 7-like
N5.HOG0048898	jg33197.t1	129217740	XM_054852079	GO:0008277 [Name: regulation of G-protein coupled receptor protein signaling pathway]; GO:0035556 [Name: intracellular signal transduction]; GO:0007186 [Name: G-protein coupled receptor signaling pathway]	regulator of G-protein signaling 7-like
N5.HOG0048900	GJZJ01146203.1	129226038	XM_054860618	GO:0005829 [Name: cytosol]; GO:0046890 [Name: regulation of lipid biosynthetic process]	mid1-interacting protein 1-B-like
N5.HOG0049102	GJZJ01228830.1	129227779	XM_054862387	-	uncharacterized LOC129227779
N5.HOG0049103	jg7974.t1	129228084	XM_054862722	-	uncharacterized LOC129228084
N5.HOG0049103	jg7970.t1	129227779	XM_054862387	-	uncharacterized LOC129227779
N5.HOG0050251	GJZJ01185730.1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0050252	jg23847.t1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0050252	GJZJ01188016.1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
N5.HOG0050252	GJZJ01188016.1	129228180	XM_054862845	-	uncharacterized LOC129228180
N5.HOG0050330	jg12237.t2	129220128	XM_054854472	GO:0055085 [Name: transmembrane transport]; GO:0005347 [Name: ATP transmembrane transporter activity]; GO:0005509 [Name: calcium ion binding]	Short Calcium-binding Mitochondrial Carrier
N5.HOG0050331	GJZJ01097821.1	129220128	XM_054854472	GO:0055085 [Name: transmembrane transport]; GO:0005347 [Name: ATP transmembrane transporter activity]; GO:0005509 [Name: calcium ion binding]	Short Calcium-binding Mitochondrial Carrier
N5.HOG0050413	GJZJ01080879.1	129222369	XM_054856863	GO:0016192 [Name: vesicle-mediated transport]; GO:0006886 [Name: intracellular protein transport]; GO:0005764 [Name: lysosome]; GO:0033263 [Name: CORVET complex]	vacuolar protein sorting-associated protein 33B-like
N5.HOG0050700	GJZJ01127212.1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050700	jg29459.t1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050702	jg29460.t1	129224238	XM_054858664	GO:0043491 [Name: protein kinase B signaling]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]; GO:0035005 [Name: 1-phosphatidylinositol-4-phosphate 3-kinase activity]; GO:0005886 [Name: plasma membrane]; GO:0048015 [Name: phosphatidylinositol-mediated signaling]; GO:0005737 [Name: cytoplasm]; GO:0016303 [Name: 1-phosphatidylinositol-3-kinase activity]; GO:0016477 [Name: cell migration]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]	phosphatidylinositol 3-kinase 92E
N5.HOG0050724	jg12268.t1	129221395	XM_054855866	GO:0005634 [Name: nucleus]	zinc finger protein 347-like
N5.HOG0050920	GJZJ01194161.1	129229633	XM_054863986	GO:0006470 [Name: protein dephosphorylation]; GO:0004725 [Name: protein tyrosine phosphatase activity]	protein tyrosine phosphatase non-receptor type corkscrew
N5.HOG0050921	jg44524.t1	129229633	XM_054863986	GO:0006470 [Name: protein dephosphorylation]; GO:0004725 [Name: protein tyrosine phosphatase activity]	protein tyrosine phosphatase non-receptor type corkscrew
N5.HOG0050922	GJZJ01132517.1	129229633	XM_054863986	GO:0006470 [Name: protein dephosphorylation]; GO:0004725 [Name: protein tyrosine phosphatase activity]	protein tyrosine phosphatase non-receptor type corkscrew
N5.HOG0050975	GJZJ01135490.1	129224626	XM_054859110	GO:0005515 [Name: protein binding]	uncharacterized LOC129224626
N5.HOG0051040	jg26942.t1	129222974	XM_054857548	GO:0006979 [Name: response to oxidative stress]; GO:0005634 [Name: nucleus]	oxidation resistance protein 1-like
N5.HOG0051040	GJZJ01058554.1	129222974	XM_054857548	GO:0006979 [Name: response to oxidative stress]; GO:0005634 [Name: nucleus]	oxidation resistance protein 1-like
N5.HOG0052335	GJZJ01085778.1	129231482	XM_054865811	GO:0005515 [Name: protein binding]	uncharacterized LOC129231482
N5.HOG0052335	jg14369.t1	129231482	XM_054865811	GO:0005515 [Name: protein binding]	uncharacterized LOC129231482
